Organisation,Service Area,Expenditure Unit,Expenditure Code,Paid Date,Trans No,Amount,caporrev,Supplier ID,Supplier Name
Oxford City Council,HRA,Main Contractor,Y021    ,17/02/2015,60033120_1,535.96,Capital,20002957,BMA VARSITY LTD
Oxford City Council,Law and Governance,Books & Publications,D3302,24/02/2015,1013492_1,7546.00,Revenue,20002981,THOMSON REUTERS
Oxford City Council,Direct Services,Short Courses,A0622,03/03/2015,1013622_1,2020.00,Revenue,20002984,CHARTERED INSTITUTE HOUSING
Oxford City Council,Direct Services,Furniture & Equipment Purchase,D3001,06/01/2015,1011801_1,1152.00,Revenue,20002998,JBL
Oxford City Council,Direct Services,Furniture & Equipment Purchase,D3001,13/01/2015,1011988_1,8229.00,Revenue,20002998,JBL
Oxford City Council,Direct Services,Furniture & Equipment Purchase,D3001,13/01/2015,1012070_1,1617.00,Revenue,20002998,JBL
Oxford City Council,Human Resources & Facilities,Furniture & Equipment Purchase,D3001,03/03/2015,1013569_1,700.00,Revenue,20002998,JBL
Oxford City Council,Human Resources & Facilities,Furniture & Equipment Purchase,D3001,03/03/2015,1013570_1,930.00,Revenue,20002998,JBL
Oxford City Council,Environmental Development,Furniture & Equipment Purchase,D3001,31/03/2015,1014563_1,1440.00,Revenue,20002998,JBL
Oxford City Council,Housing and Property,Advertising & Publicity,D3802,10/03/2015,1013827_1,1290.00,Revenue,20003025,PETE RUSSELL
Oxford City Council,Housing and Property,Advertising & Publicity,D3802,10/03/2015,1013828_1,950.00,Revenue,20003025,PETE RUSSELL
Oxford City Council,Law and Governance,Advertising & Publicity,D3802,24/03/2015,1014287_1,1400.00,Revenue,20003025,PETE RUSSELL
Oxford City Council,Leisure  Parks & Communities,Main Contractor,Y021,24/03/2015,1014290_1,3850.00,Capital,20003025,PETE RUSSELL
Oxford City Council,Policy  Culture and Communication,General Contracted Services,D3401,24/03/2015,1014334_1,690.00,Revenue,20003025,PETE RUSSELL
Oxford City Council,Direct Services,Veh.maint direct purchase,D3031   ,10/03/2015,47979074_1,1912.55,Revenue,20003127,AMLUC LTD T/AS PIRTEK OXFORD
Oxford City Council,Direct Services,Veh.maint direct purchase,D3031   ,24/03/2015,47979298_1,1609.90,Revenue,20003127,AMLUC LTD T/AS PIRTEK OXFORD
Oxford City Council,Environmental Development,General Contracted Services,D3401,13/01/2015,1012178_1,640.00,Revenue,20003134,D J CULLEN LTD.
Oxford City Council,Environmental Development,General Contracted Services,D3401,17/02/2015,1013198_1,1266.00,Revenue,20003134,D J CULLEN LTD.
Oxford City Council,Environmental Development,General Contracted Services,D3401,17/03/2015,1014176_1,992.00,Revenue,20003134,D J CULLEN LTD.
Oxford City Council,Business Improvement & Technology,Consultants Fees,D3411,17/03/2015,1013763_1,5750.00,Revenue,20003143,THE CONSULTANCY COMPANY LTD
Oxford City Council,Environmental Development,General Contracted Services,D3401,17/02/2015,1012865_1,636.00,Revenue,20003218,BOC LTD
Oxford City Council,Direct Services,Materials,D3021   ,20/01/2015,47978390_2,428.40,Revenue,20003218,BOC LTD
Oxford City Council,Direct Services,Materials,D3021   ,20/01/2015,47978390_3,106.60,Revenue,20003218,BOC LTD
Oxford City Council,Direct Services,Materials,D3021   ,20/01/2015,47978390_4,172.15,Revenue,20003218,BOC LTD
Oxford City Council,Direct Services,Materials,D3021   ,20/01/2015,47978390_5,140.20,Revenue,20003218,BOC LTD
Oxford City Council,Direct Services,Materials,D3021   ,20/01/2015,47978390_6,516.45,Revenue,20003218,BOC LTD
Oxford City Council,Direct Services,Materials,D3021   ,06/01/2015,60031144_0,2509.52,Revenue,20003233,AKW MEDICARE LIMITED
Oxford City Council,Direct Services,Materials,D3021   ,03/02/2015,60032151_0,1121.56,Revenue,20003233,AKW MEDICARE LIMITED
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311   ,10/02/2015,60032487_0,516.36,Revenue,20003233,AKW MEDICARE LIMITED
Oxford City Council,Direct Services,Materials,D3021   ,24/02/2015,60033397_2,870.20,Revenue,20003233,AKW MEDICARE LIMITED
Oxford City Council,Direct Services,Materials,D3021   ,24/02/2015,60033398_0,744.12,Revenue,20003233,AKW MEDICARE LIMITED
Oxford City Council,Direct Services,Materials,D3021   ,03/03/2015,60033689_2,1433.04,Revenue,20003233,AKW MEDICARE LIMITED
Oxford City Council,Direct Services,Materials,D3021,24/03/2015,60034669_2,1054.55,Revenue,20003233,AKW MEDICARE LIMITED
Oxford City Council,Direct Services,Materials,D3021,31/03/2015,60035546_0,3080.79,Revenue,20003233,AKW MEDICARE LIMITED
Oxford City Council,Human Resources & Facilities,Furniture & Equipment Purchase,D3001,27/01/2015,1012615_1,3136.22,Revenue,20003374,CITY AUDIO VISUAL
Oxford City Council,Human Resources & Facilities,Services Maintenance (Planned),B1103,24/02/2015,1013358_1,540.00,Revenue,20003374,CITY AUDIO VISUAL
Oxford City Council,Policy  Culture and Communication,Furniture & Equipment Purchase,D3001,10/03/2015,1014011_1,750.00,Revenue,20003374,CITY AUDIO VISUAL
Oxford City Council,Regeneration and Major Projects Team,Consultants Fees,D3411,06/01/2015,1012132_1,1416.67,Revenue,20003549,BOSSOMS BOATYARD LTD
Oxford City Council,Regeneration and Major Projects Team,Consultants Fees,D3411,17/03/2015,1014062_1,1416.67,Revenue,20003549,BOSSOMS BOATYARD LTD
Oxford City Council,Regeneration and Major Projects Team,Consultants Fees,D3411,24/03/2015,1014148_1,1416.67,Revenue,20003549,BOSSOMS BOATYARD LTD
Oxford City Council,Regeneration and Major Projects Team,Consultants Fees,D3411,31/03/2015,1014415_1,847.30,Revenue,20003549,BOSSOMS BOATYARD LTD
Oxford City Council,Leisure  Parks & Communities,Plants,D3025,17/03/2015,1013948_1,4239.00,Revenue,20003592,BARCHAM TREES PLC
Oxford City Council,Leisure  Parks & Communities,Plants,D3025,17/03/2015,1013948_2,960.00,Revenue,20003592,BARCHAM TREES PLC
Oxford City Council,Environmental Development,General Contracted Services,D3401,10/02/2015,1013158_1,4174.25,Revenue,20003616,THAMES VALLEY POLICE AUTHORITY
Oxford City Council,Environmental Development,General Contracted Services,D3401,31/03/2015,1013875_1,10000.00,Revenue,20003616,THAMES VALLEY POLICE AUTHORITY
Oxford City Council,Leisure  Parks & Communities,Grants,D3701,10/03/2015,46284956_1,6654.00,Revenue,20003842,LITTLEMORE COMMUNITY ASSOCIATION
Oxford City Council,Direct Services,Veh.maint direct purchase,D3031   ,24/02/2015,47978876_1,36.54,Revenue,20003882,SPALDINGS (UK) LTD
Oxford City Council,Direct Services,Veh.maint direct purchase,D3031   ,24/02/2015,47978876_2,54.10,Revenue,20003882,SPALDINGS (UK) LTD
Oxford City Council,Direct Services,Veh.maint direct purchase,D3031   ,24/02/2015,47978876_3,50.00,Revenue,20003882,SPALDINGS (UK) LTD
Oxford City Council,Direct Services,Veh.maint direct purchase,D3031   ,24/02/2015,47978876_4,299.45,Revenue,20003882,SPALDINGS (UK) LTD
Oxford City Council,Direct Services,Veh.maint direct purchase,D3031   ,24/02/2015,47978876_5,99.60,Revenue,20003882,SPALDINGS (UK) LTD
Oxford City Council,Direct Services,Veh.maint direct purchase,D3031   ,24/02/2015,47978876_6,132.86,Revenue,20003882,SPALDINGS (UK) LTD
Oxford City Council,Direct Services,Veh.maint direct purchase,D3031   ,24/02/2015,47978876_7,12.80,Revenue,20003882,SPALDINGS (UK) LTD
Oxford City Council,Direct Services,Veh.maint direct purchase,D3031   ,24/02/2015,47978876_8,27.99,Revenue,20003882,SPALDINGS (UK) LTD
Oxford City Council,Finance,Consultants Fees,D3411,27/01/2015,1011922_1,23581.00,Revenue,20003925,PRICEWATERHOUSECOOPERS LLP
Oxford City Council,Finance,Consultants Fees,D3411,31/03/2015,1014460_1,6160.00,Revenue,20003925,PRICEWATERHOUSECOOPERS LLP
Oxford City Council,Law and Governance,Subscriptions,D3703,10/02/2015,1012937_1,2995.00,Revenue,20004110,LGIU
Oxford City Council,Direct Services,Refuse Containers,D3004   ,13/01/2015,60031452_1,36864.80,Revenue,20004221,SSI SCHAEFER LTD
Oxford City Council,Direct Services,Refuse Containers,D3004,31/03/2015,60035526_1,48665.00,Revenue,20004221,SSI SCHAEFER LTD
Oxford City Council,Housing and Property,Grants,D3701,20/01/2015,46284500_1,10189.25,Revenue,20004323,ELMORE COMMUNITY SERVICES
Oxford City Council,Leisure  Parks & Communities,Grants,D3701,20/01/2015,46284501_1,10189.25,Revenue,20004323,ELMORE COMMUNITY SERVICES
Oxford City Council,Leisure  Parks & Communities,Grants,D3701,20/01/2015,46284431_1,13750.00,Revenue,20004327,THE PORCH
Oxford City Council,HRA,Lift Maintenance / Servicing,B1203,27/01/2015,46284557_1,6066.18,Revenue,20004494,COTSWOLD LIFTS LTD
Oxford City Council,HRA,Lift Maintenance / Servicing,B1203,03/03/2015,46284903_1,19915.37,Revenue,20004494,COTSWOLD LIFTS LTD
Oxford City Council,HRA,Lift Maintenance / Servicing,B1203,03/03/2015,46284903_2,18164.10,Revenue,20004494,COTSWOLD LIFTS LTD
Oxford City Council,Direct Services,Lift Maintenance / Servicing,B1203,03/03/2015,46284903_3,402.25,Revenue,20004494,COTSWOLD LIFTS LTD
Oxford City Council,HRA,Lift Maintenance / Servicing,B1203,31/03/2015,46285275_1,593.48,Revenue,20004494,COTSWOLD LIFTS LTD
Oxford City Council,Housing and Property,Grants,D3701,31/03/2015,46285266_1,5784.00,Revenue,20004693,CRISIS
Oxford City Council,Leisure  Parks & Communities,Contributions,D3702,17/02/2015,46284798_1,500.00,Revenue,20004730,LITTLEMORE PARISH COUNCIL
Oxford City Council,Leisure  Parks & Communities,Contributions,D3702,31/03/2015,46285206_1,500.00,Revenue,20004730,LITTLEMORE PARISH COUNCIL
Oxford City Council,Funding,Parishes,J8527,31/03/2015,46285269_1,31000.00,Revenue,20004730,LITTLEMORE PARISH COUNCIL
Oxford City Council,Funding,Parishes,J8527,31/03/2015,46285268_1,15000.00,Revenue,20004751,BLACKBIRD LEYS PARISH COUNCIL
Oxford City Council,Direct Services,Waste Disposal & Skip Hire,D3420,03/03/2015,1013618_1,3491.00,Revenue,20004960,SI PUMPS LTD
Oxford City Council,Leisure  Parks & Communities,Service Charges,B1821,20/01/2015,1011203_1,5060.47,Revenue,20005047,MAGDALEN COLLEGE OXFORD
Oxford City Council,Direct Services,Short Courses,A0622,31/03/2015,1014211_1,2100.80,Revenue,20005058,RADIODETECTION LTD
Oxford City Council,Direct Services,Plant Purchase,C2002   ,03/02/2015,60032164_1,1023.58,Revenue,20005058,RADIODETECTION LTD
Oxford City Council,Direct Services,Furniture & Equipment Maintenance & Repairs,D3002   ,10/02/2015,60032794_0,754.98,Revenue,20005058,RADIODETECTION LTD
Oxford City Council,Direct Services,Furniture & Equipment Maintenance & Repairs,D3002   ,03/03/2015,60033726_0,605.98,Revenue,20005058,RADIODETECTION LTD
Oxford City Council,Environmental Development,Staff Advertising,A0702,10/02/2015,1012552_1,700.00,Revenue,20005063,CHARTERED INSTITUTE OF ENVIRONMENTAL HEALTH
Oxford City Council,Environmental Development,Books & Publications,D3302,03/03/2015,1013841_1,5721.45,Revenue,20005063,CHARTERED INSTITUTE OF ENVIRONMENTAL HEALTH
Oxford City Council,Direct Services,Postage & Carriage,D3501,24/02/2015,1013246_1,500.00,Revenue,20005077,FRANCOTYP POSTALIA LTD
Oxford City Council,Leisure  Parks & Communities,Grants,D3701,31/03/2015,46285220_1,3500.00,Revenue,20005129,BLACKBIRD LEYS CREDIT UNION
Oxford City Council,Direct Services,Vehicle Management System,D3515   ,10/03/2015,47979059_0,600.00,Revenue,20005132,VISION TECHNIQUES LTD
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111   ,10/03/2015,60034300_0,2305.00,Revenue,20005595,EXECUTIVE SECURITY LOCKSMITHS LTD
Oxford City Council,Direct Services,Materials,D3021   ,27/01/2015,60032001_0,1597.89,Revenue,20005720,CAPITOL TILE SUPPLIES LTD
Oxford City Council,Direct Services,Materials,D3021   ,03/02/2015,60032312_1,561.52,Revenue,20005720,CAPITOL TILE SUPPLIES LTD
Oxford City Council,Direct Services,Materials,D3021   ,10/02/2015,60032755_2,1348.60,Revenue,20005720,CAPITOL TILE SUPPLIES LTD
Oxford City Council,Direct Services,Materials,D3021   ,24/02/2015,60033352_2,871.20,Revenue,20005720,CAPITOL TILE SUPPLIES LTD
Oxford City Council,Direct Services,Materials,D3021   ,24/02/2015,60033423_2,1108.80,Revenue,20005720,CAPITOL TILE SUPPLIES LTD
Oxford City Council,Direct Services,Materials,D3021   ,10/03/2015,60034129_1,1988.60,Revenue,20005720,CAPITOL TILE SUPPLIES LTD
Oxford City Council,Direct Services,Materials,D3021   ,17/03/2015,60034502_1,1188.00,Revenue,20005720,CAPITOL TILE SUPPLIES LTD
Oxford City Council,Direct Services,Materials,D3021,24/03/2015,60035208_2,871.20,Revenue,20005720,CAPITOL TILE SUPPLIES LTD
Oxford City Council,Direct Services,Materials,D3021,31/03/2015,60035823_2,1275.84,Revenue,20005720,CAPITOL TILE SUPPLIES LTD
Oxford City Council,Regeneration and Major Projects Team,Main Contractor,Y021,27/01/2015,1011562_1,3792.00,Capital,20005756,GLANVILLE CONSULTANTS LTD
Oxford City Council,Regeneration and Major Projects Team,Main Contractor,Y021,27/01/2015,1012151_1,948.00,Capital,20005756,GLANVILLE CONSULTANTS LTD
Oxford City Council,Regeneration and Major Projects Team,Main Contractor,Y021,10/03/2015,48021133_1,1327.20,Capital,20005756,GLANVILLE CONSULTANTS LTD
Oxford City Council,Regeneration and Major Projects Team,Main Contractor,Y021,24/03/2015,48021163_1,906.00,Capital,20005756,GLANVILLE CONSULTANTS LTD
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111   ,20/01/2015,60031788_1,1350.00,Revenue,20005794,STEELWAY FENSECURE LTD
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111   ,10/02/2015,60032858_1,4300.00,Revenue,20005794,STEELWAY FENSECURE LTD
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111   ,17/03/2015,60034446_1,1588.18,Revenue,20005794,STEELWAY FENSECURE LTD
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111   ,17/03/2015,60034447_1,2237.40,Revenue,20005794,STEELWAY FENSECURE LTD
Oxford City Council,Finance,Temporary Bureau Staffing,A0108,24/03/2015,1014041_1,694.50,Revenue,20005849,HAYS ACCOUNTANCY PERSONNEL
Oxford City Council,Finance,Temporary Bureau Staffing,A0108,31/03/2015,1014413_1,713.02,Revenue,20005849,HAYS ACCOUNTANCY PERSONNEL
Oxford City Council,Finance,Temporary Bureau Staffing,A0108,31/03/2015,1014414_1,713.02,Revenue,20005849,HAYS ACCOUNTANCY PERSONNEL
Oxford City Council,Direct Services,Storage Costs,D3430,06/01/2015,1011669_1,2090.00,Revenue,20005925,JUSTEEL LTD
Oxford City Council,Suspense,Buildings Related Insurance,B1801,24/02/2015,1013272_1,11943.26,Revenue,20006064,ZURICH MUNICIPAL
Oxford City Council,Suspense,Buildings Related Insurance,B1801,24/02/2015,1013273_1,18696.23,Revenue,20006064,ZURICH MUNICIPAL
Oxford City Council,Suspense,Buildings Related Insurance,B1801,24/02/2015,1013274_1,283161.18,Revenue,20006064,ZURICH MUNICIPAL
Oxford City Council,Suspense,Buildings Related Insurance,B1801,24/02/2015,1013276_1,24801.00,Revenue,20006064,ZURICH MUNICIPAL
Oxford City Council,Suspense,Buildings Related Insurance,B1801,24/02/2015,1013278_1,53534.30,Revenue,20006064,ZURICH MUNICIPAL
Oxford City Council,Suspense,Buildings Related Insurance,B1801,24/02/2015,1013309_1,31928.79,Revenue,20006064,ZURICH MUNICIPAL
Oxford City Council,Direct Services,Materials,D3021   ,06/01/2015,60031164_1,920.37,Revenue,20006089,ICI CONTRACT DIRECT
Oxford City Council,Direct Services,Materials,D3021   ,20/01/2015,60031507_0,562.88,Revenue,20006089,ICI CONTRACT DIRECT
Oxford City Council,Direct Services,Materials,D3021   ,27/01/2015,60031893_2,597.41,Revenue,20006089,ICI CONTRACT DIRECT
Oxford City Council,Direct Services,Materials,D3021   ,03/02/2015,60032188_1,1660.63,Revenue,20006089,ICI CONTRACT DIRECT
Oxford City Council,Direct Services,Materials,D3021   ,10/02/2015,60032482_2,643.53,Revenue,20006089,ICI CONTRACT DIRECT
Oxford City Council,Direct Services,Materials,D3021   ,10/02/2015,60032486_2,661.73,Revenue,20006089,ICI CONTRACT DIRECT
Oxford City Council,Direct Services,Materials,D3021   ,03/03/2015,60034015_0,806.63,Revenue,20006089,ICI CONTRACT DIRECT
Oxford City Council,Direct Services,Materials,D3021,24/03/2015,60034856_2,2556.68,Revenue,20006089,ICI CONTRACT DIRECT
Oxford City Council,Housing and Property,Main Contractor,Y021,03/03/2015,46284684_1,894.74,Capital,20006207,BULLINGDON COMMUNITY ASSOC
Oxford City Council,Leisure  Parks & Communities,Grants,D3701,31/03/2015,46285165_1,6000.00,Revenue,20006207,BULLINGDON COMMUNITY ASSOC
Oxford City Council,Regeneration and Major Projects Team,Consultants Fees,D3411,30/01/2015,1012318_1,1500.00,Revenue,20006254,OXFORD ARCHITECTS PARTNERSHIP
Oxford City Council,Regeneration and Major Projects Team,Consultants Fees,D3411,30/01/2015,1012327_1,2205.92,Revenue,20006254,OXFORD ARCHITECTS PARTNERSHIP
Oxford City Council,Regeneration and Major Projects Team,Consultants Fees,D3411,24/02/2015,1013231_1,800.00,Revenue,20006254,OXFORD ARCHITECTS PARTNERSHIP
Oxford City Council,Regeneration and Major Projects Team,Consultants Fees,D3411,24/02/2015,1013232_1,2500.00,Revenue,20006254,OXFORD ARCHITECTS PARTNERSHIP
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311   ,06/01/2015,60031013_2,1563.08,Revenue,20006342,JEWSON LTD
Oxford City Council,Direct Services,Materials,D3021   ,06/01/2015,60031125_2,887.46,Revenue,20006342,JEWSON LTD
Oxford City Council,Direct Services,Materials,D3021   ,06/01/2015,60031158_1,1831.60,Revenue,20006342,JEWSON LTD
Oxford City Council,Direct Services,Materials,D3021   ,20/01/2015,60031661_1,1365.55,Revenue,20006342,JEWSON LTD
Oxford City Council,Direct Services,Materials,D3021   ,27/01/2015,60031838_0,629.00,Revenue,20006342,JEWSON LTD
Oxford City Council,Direct Services,Materials,D3021   ,27/01/2015,60031839_2,959.10,Revenue,20006342,JEWSON LTD
Oxford City Council,Direct Services,Materials,D3021   ,10/02/2015,60032789_2,2034.00,Revenue,20006342,JEWSON LTD
Oxford City Council,Direct Services,Materials,D3021   ,03/03/2015,60033618_0,773.90,Revenue,20006342,JEWSON LTD
Oxford City Council,Direct Services,Materials,D3021,24/03/2015,60034811_1,1418.98,Revenue,20006342,JEWSON LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311,24/03/2015,60034813_1,747.00,Revenue,20006342,JEWSON LTD
Oxford City Council,Direct Services,Materials,D3021,31/03/2015,60035396_1,1289.00,Revenue,20006342,JEWSON LTD
Oxford City Council,Direct Services,Materials,D3021   ,03/02/2015,60032398_1,735.00,Revenue,20006398,STREET FURNISHING SERVICES
Oxford City Council,Direct Services,Materials,D3021   ,03/02/2015,60032400_1,1050.00,Revenue,20006398,STREET FURNISHING SERVICES
Oxford City Council,Direct Services,Materials,D3021   ,10/02/2015,60032448_1,1175.00,Revenue,20006398,STREET FURNISHING SERVICES
Oxford City Council,Direct Services,Materials,D3021   ,10/02/2015,60032911_1,585.00,Revenue,20006398,STREET FURNISHING SERVICES
Oxford City Council,Direct Services,Materials,D3021   ,17/02/2015,60033018_2,597.70,Revenue,20006398,STREET FURNISHING SERVICES
Oxford City Council,Direct Services,Materials,D3021,24/03/2015,60034633_0,2100.00,Revenue,20006398,STREET FURNISHING SERVICES
Oxford City Council,Direct Services,Materials,D3021,24/03/2015,60034996_2,1008.70,Revenue,20006398,STREET FURNISHING SERVICES
Oxford City Council,Direct Services,Materials,D3021,24/03/2015,60034997_0,1500.00,Revenue,20006398,STREET FURNISHING SERVICES
