Service Area,Expenditure Catergory,Expenditure Code,Paid Date,Trans No,Amount,Type of Expenditure,Supplier ID,Supplier Name
Community Services,Grants,D3701,21/03/2017,46293026 - 1,1000.00,Revenue,20013231,WOOD FARM YOUTH CENTRE
Community Services,Grants,D3701,21/03/2017,46293027 - 1,500.00,Revenue,20008780,LEYS NEWS LTD
Community Services,Grants,D3701,21/03/2017,46293028 - 1,1000.00,Revenue,20016059,ROSE HILL JUNIOR YOUTH CLUB
Community Services,Grants,D3701,21/03/2017,46293029 - 1,500.00,Revenue,20016059,ROSE HILL JUNIOR YOUTH CLUB
Community Services,General Contracted Services,D3401,21/03/2017,46293050 - 1,500.00,Revenue,20000000,GENERAL EXPENSES
Community Services,Grants,D3701,28/03/2017,46293068 - 1,660.50,Revenue,20004327,THE PORCH
Community Services,Grants,D3701,28/03/2017,46293075 - 1,1000.00,Revenue,20009134,OXFORD PLAYHOUSE TRUST
Community Services,Grants,D3701,28/03/2017,46293076 - 1,500.00,Revenue,20011717,OVADA LIMITED
Community Services,Grants,D3701,28/03/2017,46293077 - 1,500.00,Revenue,20011717,OVADA LIMITED
Community Services,Grants,D3701,28/03/2017,46293078 - 1,2000.00,Revenue,20008713,OXFORD CONTEMPORARY MUSIC
Community Services,Grants,D3701,28/03/2017,46293079 - 1,1000.00,Revenue,20008713,OXFORD CONTEMPORARY MUSIC
Community Services,Contributions,D3702,28/03/2017,46293082 - 1,1500.00,Revenue,20008209,DONNINGTON DOORSTEP
Community Services,Grants,D3701,28/03/2017,46293086 - 1,500.00,Revenue,20018674,WORKERS EDUCATIONAL ASSOCIATION
Community Services,Grants,D3701,28/03/2017,46293113 - 1,3000.00,Revenue,20009385,THE PARASOL PROJECT
Community Services,Grants,D3701,28/03/2017,46293114 - 1,4796.34,Revenue,20009501,THE LEYS CDI
Community Services,Grants,D3701,28/03/2017,46293115 - 1,2700.00,Revenue,20009847,DOVECOTE VOLUNTARY PARENT COMMITTEE
Community Services,General Contracted Services,D3401,28/03/2017,46293118 - 1,500.00,Revenue,20000018,Homelessness Holding Fee Misc Account
Community Services,General Contracted Services,D3401,28/03/2017,46293119 - 1,500.00,Revenue,20000019,GRANT PAYMENTS
Community Services,Grants,D3701,24/03/2017,46293134 - 1,4000.00,Revenue,20014213,ST GREGORY THE GREAT SCHOOL
Community Services,Grants,D3701,28/03/2017,46293135 - 1,6921.60,Revenue,20014363,OCC ROSE HILL PRIMARY SCHOOL
Community Services,Grants,D3701,28/03/2017,46293136 - 1,4796.34,Revenue,20009133,BLACKBIRD LEYS ADVENTURE PLAYGROUND
Community Services,Grants,D3701,28/03/2017,46293139 - 1,3045.60,Revenue,20000019,GRANT PAYMENTS
Community Services,Grants,D3701,28/03/2017,46293150 - 1,1500.00,Revenue,20009134,OXFORD PLAYHOUSE TRUST
Community Services,Grants,D3701,28/03/2017,46293151 - 1,1000.00,Revenue,20009134,OXFORD PLAYHOUSE TRUST
Community Services,Grants,D3701,23/03/2017,46293154 - 1,1000.00,Revenue,20009131,FILM OXFORD
Community Services,Grants,D3701,28/03/2017,46293155 - 1,500.00,Revenue,20008209,DONNINGTON DOORSTEP
Community Services,Grants,D3701,28/03/2017,46293157 - 1,7000.00,Revenue,20002085,FUSION-OXFORD'S COMMUNITY ARTS AGENCY LIMITED
Community Services,Grants,D3701,28/03/2017,46293158 - 1,1000.00,Revenue,20009131,FILM OXFORD
Community Services,Grants,D3701,28/03/2017,46293159 - 1,2000.00,Revenue,20009131,FILM OXFORD
Community Services,Gas,B1502,21/02/2017,47017431 - 1,501.72,Revenue,20007602,TOTAL GAS & POWER LTD
Community Services,Gas,B1502,21/02/2017,47017434 - 1,421.40,Revenue,20007602,TOTAL GAS & POWER LTD
Community Services,Gas,B1502,21/02/2017,47017444 - 1,470.24,Revenue,20007602,TOTAL GAS & POWER LTD
Community Services,Gas,B1502,21/02/2017,47017447 - 0,484.22,Revenue,20007602,TOTAL GAS & POWER LTD
Community Services,Gas,B1502,21/02/2017,47017453 - 0,4016.07,Revenue,20007602,TOTAL GAS & POWER LTD
Community Services,Electricity,B1501,17/01/2017,47017879 - 0,10799.26,Revenue,20011411,NPOWER
Community Services,Gas,B1502,21/02/2017,47017883 - 1,1401.14,Revenue,20007602,TOTAL GAS & POWER LTD
Community Services,Gas,B1502,21/02/2017,47017886 - 0,603.28,Revenue,20007602,TOTAL GAS & POWER LTD
Community Services,Gas,B1502,21/02/2017,47017910 - 0,781.04,Revenue,20007602,TOTAL GAS & POWER LTD
Community Services,Electricity,B1501,24/01/2017,47017931 - 1,558.67,Revenue,20007269,E.ON
Community Services,Electricity,B1501,24/01/2017,47018407 - 1,6820.11,Revenue,20011411,NPOWER
Community Services,Water & Sewerage Charges,B1830,14/02/2017,47018428 - 1,570.04,Revenue,20019401,CASTLE WATER
Community Services,Electricity,B1501,21/02/2017,47018485 - 0,10686.24,Revenue,20011411,NPOWER
Community Services,Electricity,B1501,21/02/2017,47018486 - 1,7546.28,Revenue,20011411,NPOWER
Community Services,Gas,B1502,21/02/2017,47018526 - 1,1482.68,Revenue,20002402,SOUTHERN ELECTRIC PLC
Community Services,Electricity,B1501,21/02/2017,47018559 - 0,990.01,Revenue,20002402,SOUTHERN ELECTRIC PLC
Community Services,Gas,B1502,21/02/2017,47018590 - 0,1047.38,Revenue,20007602,TOTAL GAS & POWER LTD
Community Services,Gas,B1502,21/02/2017,47018591 - 1,563.71,Revenue,20007602,TOTAL GAS & POWER LTD
Community Services,Electricity,B1501,21/03/2017,47018843 - 0,2255.16,Revenue,20002402,SOUTHERN ELECTRIC PLC
Community Services,Gas,B1502,21/03/2017,47018846 - 1,3033.71,Revenue,20002402,SOUTHERN ELECTRIC PLC
Community Services,Electricity,B1501,21/03/2017,47018863 - 0,471.31,Revenue,20002402,SOUTHERN ELECTRIC PLC
Community Services,Electricity,B1501,21/03/2017,47018881 - 0,1165.29,Revenue,20002402,SOUTHERN ELECTRIC PLC
Community Services,Electricity,B1501,28/03/2017,47018885 - 1,1002.52,Revenue,20007269,E.ON
Community Services,Electricity,B1501,28/03/2017,47018886 - 0,10123.65,Revenue,20011411,NPOWER
Community Services,Electricity,B1501,28/03/2017,47018887 - 1,4901.63,Revenue,20011411,NPOWER
Community Services,Electricity,B1501,28/03/2017,47018890 - 0,4926.91,Revenue,20011411,NPOWER
Community Services,Electricity,B1501,28/03/2017,47018892 - 0,5251.36,Revenue,20011411,NPOWER
Community Services,Electricity,B1501,28/03/2017,47018894 - 0,5158.99,Revenue,20011411,NPOWER
Community Services,Electricity,B1501,28/03/2017,47018901 - 0,7072.54,Revenue,20011411,NPOWER
Community Services,Electricity,B1501,28/03/2017,47018903 - 0,5225.39,Revenue,20011411,NPOWER
Direct Services,Short Courses,A0622,07/03/2017,1032901 - 0,1500.00,Revenue,20002331,OXFORD BROOKES UNIVERSITY
Direct Services,Reactive Maintenance & Minor Repairs,B1101,10/01/2017,1033273 - 1,428.35,Revenue,20010599,GB SPORT & LEISURE UK LTD
Direct Services,Rent,B1701,10/01/2017,1033283 - 1,22210.50,Revenue,20019125,PEARTREE OXFORD LTD
Direct Services,Online Services,D3510,10/01/2017,1033883 - 1,1500.00,Revenue,20019403,ASSERTIVE MEDIA SOLUTIONS LTD
Direct Services,Online Services,D3510,24/01/2017,1033884 - 1,1500.00,Revenue,20019403,ASSERTIVE MEDIA SOLUTIONS LTD
Direct Services,Protective Clothing,D3201,10/01/2017,1033899 - 0,165.01,Revenue,20002034,ARCO LTD
Direct Services,Protective Clothing,D3201,10/01/2017,1033899 - 1,173.00,Revenue,20002034,ARCO LTD
Direct Services,Protective Clothing,D3201,10/01/2017,1033899 - 2,27.00,Revenue,20002034,ARCO LTD
Direct Services,Protective Clothing,D3201,10/01/2017,1033899 - 3,159.90,Revenue,20002034,ARCO LTD
Direct Services,Materials,D3021,10/01/2017,1033900 - 0,788.53,Revenue,20018307,BARRETTINE ENVIRONMENTAL HEALTH (J.V. BARRETT CO)
Direct Services,Tools,D3023,10/01/2017,1033942 - 1,437.03,Revenue,20002434,TOOLMASTER (OXFORD) LTD
Direct Services,Waste Disposal & Skip Hire,D3420,10/01/2017,1033963 - 0,600.00,Revenue,20002279,M & M SKIP HIRE LTD
Direct Services,Short Courses,A0622,10/01/2017,1033983 - 0,535.00,Revenue,20015755,JLD DRIVER TRAINING LTD
Direct Services,Services Maintenance (Planned),B1103,24/01/2017,1034031 - 1,2090.00,Revenue,20013614,SMS ENVIRONMENTAL LIMITED
Direct Services,Furniture & Equipment Purchase,D3001,10/01/2017,1034064 - 0,2871.00,Revenue,20016006,HAGS-SMP LTD
Direct Services,Services Maintenance (Planned),B1103,10/01/2017,1034086 - 1,8650.70,Revenue,20002351,PHS GROUP PLC
Direct Services,Short Courses,A0622,10/01/2017,1034087 - 0,1236.00,Revenue,20009350,APSE
Direct Services,Short Courses,A0622,10/01/2017,1034149 - 0,1245.00,Revenue,20015755,JLD DRIVER TRAINING LTD
Direct Services,Services Maintenance (Planned),B1103,10/01/2017,1034176 - 0,245.00,Revenue,20000249,SSE CONTRACTING LTD
Direct Services,Services Maintenance (Planned),B1103,10/01/2017,1034176 - 3,448.70,Revenue,20000249,SSE CONTRACTING LTD
Direct Services,Postage & Carriage,D3501,10/01/2017,1034192 - 1,512.00,Revenue,20008154,FRANCOTYP-POSTALIA TELESET - POSTAGE
Direct Services,Subscriptions,D3703,10/01/2017,1034193 - 0,6000.00,Revenue,20012480,HOUSEMARK LTD
Direct Services,General Contracted Services,D3401,24/01/2017,1034195 - 0,4449.11,Revenue,20002120,OCS GROUP UK LTD T/A CANNON
Direct Services,General Contracted Services,D3401,24/01/2017,1034196 - 0,456.23,Revenue,20002120,OCS GROUP UK LTD T/A CANNON
Direct Services,Materials,D3021,17/01/2017,1034238 - 0,423.70,Revenue,20002467,AWBS LTD
Direct Services,Services Maintenance (Planned),B1103,24/01/2017,1034270 - 1,1849.53,Revenue,20002351,PHS GROUP PLC
Direct Services,Services Maintenance (Planned),B1103,24/01/2017,1034271 - 1,719.74,Revenue,20002351,PHS GROUP PLC
Direct Services,Materials,D3021,24/01/2017,1034276 - 1,823.45,Revenue,20003218,BOC LTD
Direct Services,General Stationery Supplies,D3301,24/01/2017,1034293 - 0,426.80,Revenue,20007849,LYRECO UK LTD
Direct Services,General Stationery Supplies,D3301,24/01/2017,1034293 - 1,115.49,Revenue,20007849,LYRECO UK LTD
Direct Services,Plants,D3025,07/02/2017,1034294 - 0,8070.00,Revenue,20003592,BARCHAM TREES PLC
Direct Services,Materials,D3021,31/01/2017,1034300 - 0,637.12,Revenue,20002467,AWBS LTD
Direct Services,Materials,D3021,31/01/2017,1034301 - 1,596.64,Revenue,20002467,AWBS LTD
Direct Services,General Contracted Services,D3401,24/01/2017,1034355 - 0,2389.20,Revenue,20016581,JADE SECURITY SERVICES LTD
Direct Services,Waste Disposal & Skip Hire,D3420,24/01/2017,1034365 - 0,820.15,Revenue,20000263,SHEEHAN HAULAGE & PLANT HIRE LTD
Direct Services,Waste Disposal & Skip Hire,D3420,17/01/2017,1034366 - 0,1313.10,Revenue,20002279,M & M SKIP HIRE LTD
Direct Services,Consultants Fees,D3411,31/01/2017,1034376 - 0,2195.00,Revenue,20018546,JAAMA LTD
Direct Services,General Contracted Services,D3401,17/01/2017,1034394 - 0,7611.00,Revenue,20000253,S. J.  MCBRIDE  LTD.  T/A  WAREFENCE
Direct Services,General Contracted Services,D3401,07/02/2017,1034410 - 0,3450.00,Revenue,20019077,COMPLETE TREE SERVICES (UK) LTD
Direct Services,General Contracted Services,D3401,17/01/2017,1034463 - 0,3002.79,Revenue,20016581,JADE SECURITY SERVICES LTD
Direct Services,Materials,D3021,17/01/2017,1034470 - 0,487.80,Revenue,20008003,ADHECTIC LTD
Direct Services,Short Courses,A0622,07/02/2017,1034489 - 0,745.00,Revenue,20009091,TMS CONSULTANCY
Direct Services,Short Courses,A0622,07/02/2017,1034489 - 1,745.00,Revenue,20009091,TMS CONSULTANCY
Direct Services,Waste Disposal & Skip Hire,D3420,24/01/2017,1034503 - 0,1586.76,Revenue,20002222,GRUNDON WASTE MANAGEMENT LTD
Direct Services,Materials,D3021,07/02/2017,1034516 - 0,466.56,Revenue,20008377,FLEET (LINE MARKERS) LTD
Direct Services,Materials External,D3029,07/02/2017,1034530 - 0,2583.33,Revenue,20018900,HANSON GARAGES LTD
Direct Services,Services Maintenance (Planned),B1103,24/01/2017,1034535 - 1,1843.60,Revenue,20002351,PHS GROUP PLC
Direct Services,Temporary Bureau Staffing,A0108,24/01/2017,1034547 - 0,611.08,Revenue,20011406,HAYS SPECIALIST RECRUITMENT LTD
Direct Services,Contract Plant Hire,C2402,14/02/2017,1034554 - 1,836.00,Revenue,20015309,GAP GROUP LTD
Direct Services,Contract Plant Hire,C2402,14/02/2017,1034557 - 1,512.00,Revenue,20015309,GAP GROUP LTD
Direct Services,Short Courses,A0622,31/01/2017,1034608 - 0,890.00,Revenue,20011791,GOVNET COMMUNICATIONS
Direct Services,Postage & Carriage,D3501,24/01/2017,1034621 - 0,1443.34,Revenue,20008022,NEOPOST FINANCE LIMITED
Direct Services,Photocopying/Paper Supplies,D3306,07/02/2017,1034638 - 1,455.35,Revenue,20002121,CANON (UK) LTD
Direct Services,Photocopying/Paper Supplies,D3306,07/02/2017,1034639 - 1,455.35,Revenue,20002121,CANON (UK) LTD
Direct Services,Materials,D3021,07/02/2017,1034646 - 0,500.00,Revenue,20002335,OXFORD FENCING SUPPLIES
Direct Services,Services Maintenance (Planned),B1103,24/01/2017,1034650 - 0,20.00,Revenue,20013614,SMS ENVIRONMENTAL LIMITED
Direct Services,Services Maintenance (Planned),B1103,24/01/2017,1034650 - 1,20.00,Revenue,20013614,SMS ENVIRONMENTAL LIMITED
Direct Services,Services Maintenance (Planned),B1103,24/01/2017,1034650 - 2,100.00,Revenue,20013614,SMS ENVIRONMENTAL LIMITED
Direct Services,Services Maintenance (Planned),B1103,24/01/2017,1034650 - 3,412.00,Revenue,20013614,SMS ENVIRONMENTAL LIMITED
Direct Services,Services Maintenance (Planned),B1103,24/01/2017,1034650 - 4,20.00,Revenue,20013614,SMS ENVIRONMENTAL LIMITED
Direct Services,Services Maintenance (Planned),B1103,24/01/2017,1034651 - 4,1000.00,Revenue,20013614,SMS ENVIRONMENTAL LIMITED
Direct Services,Services Maintenance (Planned),B1103,24/01/2017,1034651 - 5,4000.00,Revenue,20013614,SMS ENVIRONMENTAL LIMITED
Direct Services,Services Maintenance (Planned),B1103,21/02/2017,1034652 - 0,388.76,Revenue,20013614,SMS ENVIRONMENTAL LIMITED
Direct Services,Services Maintenance (Planned),B1103,21/02/2017,1034652 - 5,20.00,Revenue,20013614,SMS ENVIRONMENTAL LIMITED
Direct Services,Services Maintenance (Planned),B1103,21/02/2017,1034652 - 6,173.00,Revenue,20013614,SMS ENVIRONMENTAL LIMITED
Direct Services,Services Maintenance (Planned),B1103,21/02/2017,1034652 - 7,20.00,Revenue,20013614,SMS ENVIRONMENTAL LIMITED
Direct Services,Services Maintenance (Planned),B1103,21/02/2017,1034652 - 10,436.50,Revenue,20013614,SMS ENVIRONMENTAL LIMITED
Direct Services,Waste Disposal & Skip Hire,D3420,21/02/2017,1034653 - 0,4111.40,Revenue,20002279,M & M SKIP HIRE LTD
Direct Services,Services Maintenance (Planned),B1103,07/02/2017,1034688 - 0,140.00,Revenue,20000210,BARKER & EVANS LTD
Direct Services,Services Maintenance (Planned),B1103,07/02/2017,1034688 - 5,105.00,Revenue,20000210,BARKER & EVANS LTD
Direct Services,Short Courses,A0622,14/02/2017,1034741 - 0,1300.00,Revenue,20019452,MASTER LOCKSMITHS ASSOCIATION
Direct Services,General Contracted Services,D3401,31/01/2017,1034756 - 1,865.00,Revenue,20013173,MACCABEE PETS HOTEL
Direct Services,Temporary Bureau Staffing,A0108,31/01/2017,1034760 - 0,625.64,Revenue,20011406,HAYS SPECIALIST RECRUITMENT LTD
Direct Services,Short Courses,A0622,14/02/2017,1034773 - 0,2200.00,Revenue,20007924,SOUTH CENTRAL AMBULANCE SERVICE
Direct Services,Waste Disposal & Skip Hire,D3420,21/02/2017,1034786 - 0,4063.50,Revenue,20002279,M & M SKIP HIRE LTD
Direct Services,Waste Disposal & Skip Hire,D3420,14/02/2017,1034795 - 0,1900.00,Revenue,20009586,JRB ENTERPRISE LTD
Direct Services,Postage & Carriage,D3501,14/02/2017,1034795 - 1,38.50,Revenue,20009586,JRB ENTERPRISE LTD
Direct Services,Engineering Internal Works,B1302,21/02/2017,1034796 - 0,308.96,Revenue,20002296,METRIC GROUP LIMITED
Direct Services,Engineering Internal Works,B1302,21/02/2017,1034796 - 1,337.84,Revenue,20002296,METRIC GROUP LIMITED
Direct Services,Short Courses,A0622,14/02/2017,1034820 - 0,2960.00,Revenue,20018865,CITY OF BRISTOL COLLEGE
Direct Services,Short Courses,A0622,21/02/2017,1034828 - 0,595.00,Revenue,20015755,JLD DRIVER TRAINING LTD
Direct Services,Short Courses,A0622,21/02/2017,1034829 - 0,745.00,Revenue,20015755,JLD DRIVER TRAINING LTD
Direct Services,Short Courses,A0622,21/02/2017,1034830 - 0,745.00,Revenue,20015755,JLD DRIVER TRAINING LTD
Direct Services,Short Courses,A0622,21/02/2017,1034831 - 0,745.00,Revenue,20015755,JLD DRIVER TRAINING LTD
Direct Services,General Contracted Services,D3401,07/02/2017,1034842 - 0,960.00,Revenue,20017563,WALSH HAULAGE (OXFORD)
Direct Services,Photocopying/Paper Supplies,D3306,21/02/2017,1034846 - 1,835.00,Revenue,20015632,MULTIFLOW PRINT LIMITED
Direct Services,Rent,B1701,31/01/2017,1034847 - 1,96675.22,Revenue,20009954,NUFFIELD COLLEGE
Direct Services,Short Courses,A0622,14/02/2017,1034849 - 0,525.00,Revenue,20009350,APSE
Direct Services,Photocopying/Paper Supplies,D3306,21/02/2017,1034870 - 1,461.58,Revenue,20002121,CANON (UK) LTD
Direct Services,Postage & Carriage,D3501,07/02/2017,1034913 - 1,500.00,Revenue,20008154,FRANCOTYP-POSTALIA TELESET - POSTAGE
Direct Services,Materials External,D3029,21/02/2017,1034924 - 0,2583.33,Revenue,20018900,HANSON GARAGES LTD
Direct Services,Short Courses,A0622,07/02/2017,1034928 - 0,575.00,Revenue,20010620,CIM  HOLDINGS  LIMITED
Direct Services,Short Courses,A0622,21/02/2017,1034931 - 0,1096.00,Revenue,20018213,VEHICLE TECHNOLOGY SOLUTIONS LTD
Direct Services,Short Courses,A0622,21/02/2017,1034932 - 0,900.00,Revenue,20018213,VEHICLE TECHNOLOGY SOLUTIONS LTD
Direct Services,Reactive Maintenance & Minor Repairs,B1101,07/02/2017,1034934 - 0,11622.00,Revenue,20004960,SI PUMPS LTD
Direct Services,General Contracted Services,D3401,21/02/2017,1034943 - 0,35544.50,Revenue,20011393,USTIGATE
Direct Services,Materials,D3021,21/02/2017,1034947 - 0,520.00,Revenue,20002467,AWBS LTD
Direct Services,Waste Disposal & Skip Hire,D3420,07/02/2017,1034957 - 0,460.00,Revenue,20002279,M & M SKIP HIRE LTD
Direct Services,Materials,D3021,21/02/2017,1034962 - 0,1327.00,Revenue,20003954,J TOMS LIMITED
Direct Services,Postage & Carriage,D3501,21/02/2017,1034962 - 1,16.00,Revenue,20003954,J TOMS LIMITED
Direct Services,Services Maintenance (Planned),B1103,07/02/2017,1034970 - 0,498.00,Revenue,20000244,OXFORD REFRIGERATION LTD
Direct Services,Advertising & Publicity,D3802,28/02/2017,1034975 - 0,515.00,Revenue,20016950,LIMPET LABLES UK LTD
Direct Services,Materials,D3021,21/02/2017,1034982 - 0,960.06,Revenue,20008752,BARLOW & SONS (HERMITAGE) LTD
Direct Services,Materials,D3021,21/02/2017,1034983 - 0,1031.52,Revenue,20008752,BARLOW & SONS (HERMITAGE) LTD
Direct Services,Short Courses,A0622,07/02/2017,1034986 - 0,863.04,Revenue,20008229,SITESAFE UK LTD
Direct Services,General Contracted Services,D3401,28/02/2017,1034991 - 0,456.23,Revenue,20002120,OCS GROUP UK LTD T/A CANNON
Direct Services,General Contracted Services,D3401,28/02/2017,1034992 - 0,4449.11,Revenue,20002120,OCS GROUP UK LTD T/A CANNON
Direct Services,Waste Disposal & Skip Hire,D3420,07/02/2017,1034995 - 0,460.00,Revenue,20002279,M & M SKIP HIRE LTD
Direct Services,Photocopying/Paper Supplies,D3306,21/02/2017,1035013 - 1,632.65,Revenue,20002121,CANON (UK) LTD
Direct Services,Services Maintenance (Planned),B1103,14/02/2017,1035018 - 1,356.00,Revenue,20000210,BARKER & EVANS LTD
Direct Services,General Contracted Services,D3401,28/02/2017,1035031 - 0,1895.00,Revenue,20019077,COMPLETE TREE SERVICES (UK) LTD
Direct Services,Services Maintenance (Planned),B1103,07/02/2017,1035033 - 0,95.00,Revenue,20000249,SSE CONTRACTING LTD
Direct Services,Services Maintenance (Planned),B1103,07/02/2017,1035033 - 4,470.00,Revenue,20000249,SSE CONTRACTING LTD
Direct Services,Services Maintenance (Planned),B1103,07/02/2017,1035033 - 5,146.25,Revenue,20000249,SSE CONTRACTING LTD
Direct Services,Services Maintenance (Planned),B1103,07/02/2017,1035033 - 6,75.00,Revenue,20000249,SSE CONTRACTING LTD
