Client,Service Area,Expenditure Category,Expenditure Code,Paid Date,Trans No,Amount,Type of Expenditure,Supplier ID,Supplier Name
OCC,Community Services,Gas,B1502,12/12/2017,47022819 - 0,4970.81,Revenue,20007602,TOTAL GAS & POWER LTD
OCC,Community Services,Electricity,B1501,19/12/2017,47022831 - 1,1098.82,Revenue,20002402,SOUTHERN ELECTRIC PLC
OCC,Community Services,Electricity,B1501,19/12/2017,47022840 - 0,1424.36,Revenue,20002402,SOUTHERN ELECTRIC PLC
OCC,Community Services,Gas,B1502,19/12/2017,47022868 - 0,441.87,Revenue,20002402,SOUTHERN ELECTRIC PLC
OCC,Community Services,Gas,B1502,19/12/2017,47022869 - 1,603.17,Revenue,20002402,SOUTHERN ELECTRIC PLC
OCC,Community Services,Gas,B1502,19/12/2017,47022870 - 0,443.23,Revenue,20002402,SOUTHERN ELECTRIC PLC
OCC,Community Services,Electricity,B1501,27/12/2017,47022875 - 0,1111.48,Revenue,20011411,NPOWER
OCC,Community Services,Electricity,B1501,27/12/2017,47022877 - 0,9812.6,Revenue,20011411,NPOWER
OCC,Community Services,Electricity,B1501,27/12/2017,47022878 - 1,1811.35,Revenue,20011411,NPOWER
OCC,Community Services,Electricity,B1501,27/12/2017,47022881 - 0,5391.58,Revenue,20011411,NPOWER
OCC,Community Services,Electricity,B1501,27/12/2017,47022886 - 1,634,Revenue,20011411,NPOWER
OCC,Community Services,Electricity,B1501,27/12/2017,47022891 - 0,1044.25,Revenue,20011411,NPOWER
OCC,Community Services,Electricity,B1501,27/12/2017,47022892 - 1,3214.31,Revenue,20011411,NPOWER
OCC,Community Services,Electricity,B1501,27/12/2017,47022894 - 1,9025.78,Revenue,20011411,NPOWER
OCC,Direct Services,Furniture & Equipment Purchase,D3001,10/10/2017,1038635 - 0,3623,Revenue,20002110,BROXAP LIMITED
OCC,Direct Services,Tools,D3023,10/10/2017,1038973 - 0,2456.36,Revenue,20016471,TUDOR ENVIRONMENTAL
OCC,Direct Services,Furniture & Equipment Purchase,D3001,10/10/2017,1039019 - 0,1388.88,Revenue,20015745,THE CHILDRENS PLAYGROUND CO LTD
OCC,Direct Services,Furniture & Equipment Purchase,D3001,14/11/2017,1039121 - 1,941.65,Revenue,20010599,GB SPORT & LEISURE UK LTD
OCC,Direct Services,Contract Plant Hire,C2402,03/10/2017,1039530 - 0,547.6,Revenue,20002279,M & M SKIP HIRE LTD
OCC,Direct Services,Materials,D3021,10/10/2017,1039543 - 0,4685,Revenue,20000253,S. J.  MCBRIDE  LTD.  T/A  WAREFENCE
OCC,Direct Services,Contract Plant Hire,C2402,03/10/2017,1039584 - 0,499.4,Revenue,20002279,M & M SKIP HIRE LTD
OCC,Direct Services,Contract Plant Hire,C2402,03/10/2017,1039686 - 0,629,Revenue,20002279,M & M SKIP HIRE LTD
OCC,Direct Services,Main Contractor,Y021,17/10/2017,1039687 - 1,20000,Capital,20008601,STANHOPE WILKINSON ASSOCIATES
OCC,Direct Services,Main Contractor,Y021,17/10/2017,1039687 - 2,-10000,Capital,20008601,STANHOPE WILKINSON ASSOCIATES
OCC,Direct Services,Provisions,D3101,03/10/2017,1039732 - 0,818,Revenue,20019024,WELLBEING GROUP(UK) T/A WELLBEING GROUP
OCC,Direct Services,Contract Plant Hire,C2402,03/10/2017,1039769 - 0,1000,Revenue,20002279,M & M SKIP HIRE LTD
OCC,Direct Services,Repairs & Improvements,B1109,24/10/2017,1039927 - 0,6006,Revenue,20019604,SOLENT LAUNDRY SOLUTIONS LTD
OCC,Direct Services,Services Maintenance (Planned),B1103,17/10/2017,1039952 - 0,610,Revenue,20019684,GRANT & STONE LTD
OCC,Direct Services,Services Maintenance (Planned),B1103,03/10/2017,1040024 - 3,40,Revenue,20004494,COTSWOLD LIFTS LTD
OCC,Direct Services,Materials,D3021,10/10/2017,1040058 - 0,489,Revenue,20019106,AES LTD
OCC,Direct Services,CCTV,D3504,10/10/2017,1040128 - 0,1755,Revenue,20008181,EXECUTIVE ALARMS LTD
OCC,Direct Services,Subscriptions,D3703,24/10/2017,1040142 - 0,67,Revenue,20008667,BRITISH PARKING ASSOCIATION
OCC,Direct Services,Subscriptions,D3703,24/10/2017,1040142 - 1,217,Revenue,20008667,BRITISH PARKING ASSOCIATION
OCC,Direct Services,Subscriptions,D3703,24/10/2017,1040142 - 2,217,Revenue,20008667,BRITISH PARKING ASSOCIATION
OCC,Direct Services,Subscriptions,D3703,24/10/2017,1040142 - 3,217,Revenue,20008667,BRITISH PARKING ASSOCIATION
OCC,Direct Services,Subscriptions,D3703,24/10/2017,1040142 - 4,217,Revenue,20008667,BRITISH PARKING ASSOCIATION
OCC,Direct Services,Subscriptions,D3703,24/10/2017,1040142 - 5,217,Revenue,20008667,BRITISH PARKING ASSOCIATION
OCC,Direct Services,Site Clearance,B1002,10/10/2017,1040153 - 0,7500,Revenue,20012854,E.  S.  HAWES
OCC,Direct Services,Short Courses,A0622,17/10/2017,1040177 - 0,600,Revenue,20018213,VEHICLE TECHNOLOGY SOLUTIONS LTD
OCC,Direct Services,Services Maintenance (Planned),B1103,17/10/2017,1040200 - 1,8990.08,Revenue,20002351,PHS GROUP PLC
OCC,Direct Services,Short Courses,A0622,17/10/2017,1040205 - 0,1190,Revenue,20015755,JLD DRIVER TRAINING LTD
OCC,Direct Services,Short Courses,A0622,17/10/2017,1040206 - 0,1190,Revenue,20015755,JLD DRIVER TRAINING LTD
OCC,Direct Services,General Contracted Services,D3401,31/10/2017,1040222 - 0,1495,Revenue,20006303,COMPLETE TREE SERVICES
OCC,Direct Services,Short Courses,A0622,03/10/2017,1040226 - 0,2469.12,Revenue,20008229,SITESAFE UK LTD
OCC,Direct Services,Short Courses,A0622,17/10/2017,1040255 - 0,678.9,Revenue,20007924,SOUTH CENTRAL AMBULANCE SERVICE
OCC,Direct Services,Short Courses,A0622,17/10/2017,1040256 - 0,678,Revenue,20007924,SOUTH CENTRAL AMBULANCE SERVICE
OCC,Direct Services,Reactive Maintenance & Minor Repairs,B1101,05/12/2017,1040268 - 1,1120,Revenue,20018680,FAST PARK SYSTEMS UK BRANCH
OCC,Direct Services,Waste Disposal & Skip Hire,D3420,03/10/2017,1040274 - 0,93,Revenue,20002222,GRUNDON WASTE MANAGEMENT LTD
OCC,Direct Services,Waste Disposal & Skip Hire,D3420,03/10/2017,1040274 - 1,2311.92,Revenue,20002222,GRUNDON WASTE MANAGEMENT LTD
OCC,Direct Services,Plants,D3025,10/10/2017,1040285 - 0,588,Revenue,20018850,WYEVALE NURSERIES
OCC,Direct Services,Plants,D3025,03/10/2017,1040293 - 0,950,Revenue,20012115,WOODLAND SERVICES
OCC,Direct Services,Furniture & Equipment Purchase,D3001,24/10/2017,1040296 - 0,7630,Revenue,20002998,JBL
OCC,Direct Services,Services Maintenance (Planned),B1103,24/10/2017,1040307 - 0,1260,Revenue,20002712,CLEANSING SERVICE GROUP LTD
OCC,Direct Services,Services Maintenance (Planned),B1103,03/10/2017,1040310 - 0,538.5,Revenue,20002568,PYROTEC SERVICES LTD
OCC,Direct Services,Services Maintenance (Planned),B1103,03/10/2017,1040310 - 1,69.75,Revenue,20002568,PYROTEC SERVICES LTD
OCC,Direct Services,Reactive Maintenance & Minor Repairs,B1101,03/10/2017,1040318 - 0,921.28,Revenue,20002957,BMA VARSITY LTD
OCC,Direct Services,General Contracted Services,D3401,17/10/2017,1040323 - 0,1500,Revenue,20008668,CLEARVIEW INTELLIGENCE LTD
OCC,Direct Services,Short Courses,A0622,03/10/2017,1040349 - 0,1190.5,Revenue,20018748,OPTUM HEALTH SOLUTIONS (UK) LTD
OCC,Direct Services,Furniture & Equipment Purchase,D3001,24/10/2017,1040365 - 0,1640,Revenue,20002998,JBL
OCC,Direct Services,Security Services,D3418,24/10/2017,1040399 - 0,4449.11,Revenue,20002120,OCS GROUP UK LTD T/A CANNON
OCC,Direct Services,Main Contractor,Y021,10/10/2017,1040401 - 0,8159,Capital,20015438,WYG ENVIRONMENT PLANNING TRANSPORT LTD
OCC,Direct Services,Security Services,D3418,24/10/2017,1040407 - 0,456.23,Revenue,20002120,OCS GROUP UK LTD T/A CANNON
OCC,Direct Services,Temporary Bureau Staffing,A0108,17/10/2017,1040423 - 0,792.63,Revenue,20018053,REED SPECIALIST RECRUITMENT LTD
OCC,Direct Services,Materials,D3021,28/11/2017,1040428 - 0,547.6,Revenue,20016471,TUDOR ENVIRONMENTAL
OCC,Direct Services,Reactive Maintenance & Minor Repairs,B1101,24/10/2017,1040430 - 0,497.47,Revenue,20019604,SOLENT LAUNDRY SOLUTIONS LTD
OCC,Direct Services,Protective Clothing,D3201,24/10/2017,1040433 - 0,326.83,Revenue,20002034,ARCO LTD
OCC,Direct Services,Protective Clothing,D3201,24/10/2017,1040433 - 1,326.38,Revenue,20002034,ARCO LTD
OCC,Direct Services,Reactive Maintenance & Minor Repairs,B1101,10/10/2017,1040451 - 0,500,Revenue,20002278,MF HYDRAULICS LTD
OCC,Direct Services,Contract Plant Hire,C2402,10/10/2017,1040454 - 1,960,Revenue,20002279,M & M SKIP HIRE LTD
OCC,Direct Services,Contract Plant Hire,C2402,17/10/2017,1040460 - 1,1020,Revenue,20002279,M & M SKIP HIRE LTD
OCC,Direct Services,Waste Disposal & Skip Hire,D3420,14/11/2017,1040461 - 0,665.1,Revenue,20002279,M & M SKIP HIRE LTD
OCC,Direct Services,Short Courses,A0622,10/10/2017,1040508 - 0,1500,Revenue,20019520,JTL TRAINING
OCC,Direct Services,Short Courses,A0622,17/10/2017,1040509 - 0,1500,Revenue,20019520,JTL TRAINING
OCC,Direct Services,Reactive Maintenance & Minor Repairs,B1101,27/12/2017,1040511 - 0,495,Revenue,20011854,OXFORD FABRICATION LTD
OCC,Direct Services,Furniture & Equipment Purchase,D3001,24/10/2017,1040515 - 0,1895,Revenue,20009706,APT CONTROLS LTD
OCC,Direct Services,Postage & Carriage,D3501,24/10/2017,1040515 - 1,40,Revenue,20009706,APT CONTROLS LTD
OCC,Direct Services,General Contracted Services,D3401,24/10/2017,1040522 - 0,2378.34,Revenue,20016581,JADE SECURITY SERVICES LTD
OCC,Direct Services,Counsel & External Legal Fees,D3417,24/10/2017,1040523 - 0,6000,Revenue,20018883,CORNERSTONE BARRISTERS
OCC,Direct Services,General Contracted Services,D3401,24/10/2017,1040525 - 0,573.89,Revenue,20012389,PUMPING  SOLUTIONS  (UK)  LTD
OCC,Direct Services,Services Maintenance (Planned),B1103,24/10/2017,1040553 - 1,1922.47,Revenue,20002351,PHS GROUP PLC
OCC,Direct Services,Services Maintenance (Planned),B1103,24/10/2017,1040554 - 1,790.82,Revenue,20002351,PHS GROUP PLC
OCC,Direct Services,Services Maintenance (Planned),B1103,10/10/2017,1040569 - 1,1874,Revenue,20013614,SMS ENVIRONMENTAL LIMITED
OCC,Direct Services,Services Maintenance (Planned),B1103,10/10/2017,1040569 - 2,195,Revenue,20013614,SMS ENVIRONMENTAL LIMITED
OCC,Direct Services,Services Maintenance (Planned),B1103,10/10/2017,1040569 - 3,20,Revenue,20013614,SMS ENVIRONMENTAL LIMITED
OCC,Direct Services,Services Maintenance (Planned),B1103,10/10/2017,1040570 - 1,50,Revenue,20013614,SMS ENVIRONMENTAL LIMITED
OCC,Direct Services,Services Maintenance (Planned),B1103,10/10/2017,1040570 - 3,141,Revenue,20013614,SMS ENVIRONMENTAL LIMITED
OCC,Direct Services,Services Maintenance (Planned),B1103,10/10/2017,1040570 - 4,20,Revenue,20013614,SMS ENVIRONMENTAL LIMITED
OCC,Direct Services,Services Maintenance (Planned),B1103,10/10/2017,1040570 - 5,125,Revenue,20013614,SMS ENVIRONMENTAL LIMITED
OCC,Direct Services,Services Maintenance (Planned),B1103,10/10/2017,1040570 - 6,220,Revenue,20013614,SMS ENVIRONMENTAL LIMITED
OCC,Direct Services,Services Maintenance (Planned),B1103,31/10/2017,1040572 - 0,697,Revenue,20012779,ELECTRICAL TESTING LTD
OCC,Direct Services,General Stationery Supplies,D3301,24/10/2017,1040583 - 0,487.19,Revenue,20007849,LYRECO UK LTD
OCC,Direct Services,Services Maintenance (Planned),B1103,31/10/2017,1040598 - 0,500,Revenue,20011395,CHERWELL DOORS
OCC,Direct Services,Staff Advertising,A0702,17/10/2017,1040617 - 0,2780,Revenue,20016203,PENNA PLC
OCC,Direct Services,Staff Advertising,A0702,17/10/2017,1040619 - 0,4750,Revenue,20016203,PENNA PLC
OCC,Direct Services,Staff Advertising,A0702,17/10/2017,1040620 - 0,4750,Revenue,20016203,PENNA PLC
OCC,Direct Services,Staff Advertising,A0702,17/10/2017,1040621 - 0,4750,Revenue,20016203,PENNA PLC
OCC,Direct Services,Staff Advertising,A0702,17/10/2017,1040623 - 0,660,Revenue,20016203,PENNA PLC
OCC,Direct Services,Short Courses,A0622,24/10/2017,1040652 - 0,575,Revenue,20008002,FREIGHT TRANSPORT ASSOCIATION
OCC,Direct Services,Rent,B1701,24/10/2017,1040675 - 1,242038.49,Revenue,20009954,NUFFIELD COLLEGE
OCC,Direct Services,Advertising & Publicity,D3802,07/11/2017,1040683 - 0,862.4,Revenue,20007856,"NEWSQUEST MIDLANDS, WALES & SOUTH WEST"
OCC,Direct Services,Services Maintenance (Planned),B1103,31/10/2017,1040697 - 0,325.48,Revenue,20000210,BARKER & EVANS LTD
OCC,Direct Services,Furniture & Equipment Purchase,D3001,07/11/2017,1040704 - 0,28910,Revenue,20002296,METRIC GROUP LIMITED
OCC,Direct Services,General Contracted Services,D3401,24/10/2017,1040713 - 0,650,Revenue,20018572,AGILE COLLECTIVE LTD
OCC,Direct Services,General Contracted Services,D3401,07/11/2017,1040740 - 0,3000,Revenue,20019403,ASSERTIVE MEDIA SOLUTIONS LTD
OCC,Direct Services,Materials,D3021,28/11/2017,1040791 - 0,3957,Revenue,20019106,AES LTD
OCC,Direct Services,Furniture & Equipment Maintenance & Repairs,D3002,07/11/2017,1040795 - 0,546.23,Revenue,20007930,PROTEUS EQUIPMENT LTD
OCC,Direct Services,Postage & Carriage,D3501,24/10/2017,1040801 - 0,425.46,Revenue,20008022,NEOPOST FINANCE LIMITED
OCC,Direct Services,Garage Works,B1127,07/11/2017,1040813 - 0,1560,Revenue,20016358,THAMES VALLEY COMMUNITY REHABILITATION COMPANY
OCC,Direct Services,General Contracted Services,D3401,07/11/2017,1040883 - 0,650,Revenue,20008229,SITESAFE UK LTD
OCC,Direct Services,Asbestos Work,B1106,14/11/2017,1040903 - 0,2454,Revenue,20019667,DUCTCLEAN (UK) LTD
OCC,Direct Services,Short Courses,A0622,14/11/2017,1040928 - 0,2080,Revenue,20019054,SCB TRAINING SERVICES LTD
OCC,Direct Services,General Contracted Services,D3401,14/11/2017,1040935 - 1,895,Revenue,20011393,USTIGATE
OCC,Direct Services,Short Courses,A0622,31/10/2017,1040962 - 0,725,Revenue,20008506,ADVANCED TRAINING SERVICES
OCC,Direct Services,Services Maintenance (Planned),B1103,31/10/2017,1040980 - 0,2357.5,Revenue,20013614,SMS ENVIRONMENTAL LIMITED
OCC,Direct Services,Services Maintenance (Planned),B1103,31/10/2017,1040980 - 1,20,Revenue,20013614,SMS ENVIRONMENTAL LIMITED
OCC,Direct Services,Services Maintenance (Planned),B1103,31/10/2017,1040980 - 2,20,Revenue,20013614,SMS ENVIRONMENTAL LIMITED
OCC,Direct Services,Services Maintenance (Planned),B1103,31/10/2017,1040981 - 0,50,Revenue,20013614,SMS ENVIRONMENTAL LIMITED
OCC,Direct Services,Services Maintenance (Planned),B1103,31/10/2017,1040981 - 1,20,Revenue,20013614,SMS ENVIRONMENTAL LIMITED
OCC,Direct Services,Services Maintenance (Planned),B1103,31/10/2017,1040981 - 2,20,Revenue,20013614,SMS ENVIRONMENTAL LIMITED
OCC,Direct Services,Services Maintenance (Planned),B1103,31/10/2017,1040981 - 3,720,Revenue,20013614,SMS ENVIRONMENTAL LIMITED
OCC,Direct Services,Services Maintenance (Planned),B1103,31/10/2017,1040986 - 0,1372.5,Revenue,20013614,SMS ENVIRONMENTAL LIMITED
OCC,Direct Services,General Contracted Services,D3401,05/12/2017,1040990 - 0,3530,Revenue,20006303,COMPLETE TREE SERVICES
OCC,Direct Services,Furniture & Equipment Purchase,D3001,14/11/2017,1041000 - 0,1533,Revenue,20002998,JBL
OCC,Direct Services,Furniture & Equipment Purchase,D3001,21/11/2017,1041017 - 0,446.26,Revenue,20002919,HONEY BROTHERS LTD
OCC,Direct Services,Asbestos Work,B1106,14/11/2017,1041019 - 0,900,Revenue,20013032,VINTEC LABORATORIES LTD
OCC,Direct Services,Contract Plant Hire,C2402,07/11/2017,1041026 - 0,2870,Revenue,20013535,ARC AGRICULTURAL ENGINEERS LTD
OCC,Direct Services,Reactive Maintenance & Minor Repairs,B1101,31/10/2017,1041027 - 0,3130,Revenue,20011854,OXFORD FABRICATION LTD
OCC,Direct Services,Reactive Maintenance & Minor Repairs,B1101,14/11/2017,1041028 - 0,590,Revenue,20011854,OXFORD FABRICATION LTD
OCC,Direct Services,Main Contractor,Y021,31/10/2017,1041045 - 0,4852.76,Capital,20015438,WYG ENVIRONMENT PLANNING TRANSPORT LTD
OCC,Direct Services,Vending Machine Provisions,D3102,31/10/2017,1041063 - 0,450,Revenue,20015952,COOLERAID LTD
OCC,Direct Services,Security Services,D3418,28/11/2017,1041139 - 0,4449.11,Revenue,20002120,OCS GROUP UK LTD T/A CANNON
OCC,Direct Services,Security Services,D3418,28/11/2017,1041140 - 0,456.23,Revenue,20002120,OCS GROUP UK LTD T/A CANNON
OCC,Direct Services,General Contracted Services,D3401,21/11/2017,1041167 - 0,576,Revenue,20003284,CHRIS LEWIS SECURITY SERVICES
OCC,Direct Services,Postage & Carriage,D3501,07/11/2017,1041168 - 0,1750,Revenue,20002359,POST BY PHONE-PITNEY BOWES LT
OCC,Direct Services,General Contracted Services,D3401,14/11/2017,1041185 - 0,1264,Revenue,20008015,M TECH COMUNICATIONS BRISTOL LTD
OCC,Direct Services,Vending Machine Provisions,D3102,07/11/2017,1041209 - 0,450,Revenue,20015952,COOLERAID LTD
OCC,Direct Services,General Contracted Services,D3401,05/12/2017,1041225 - 0,900,Revenue,20006303,COMPLETE TREE SERVICES
OCC,Direct Services,General Contracted Services,D3401,14/11/2017,1041226 - 0,995,Revenue,20011742,CHARLTON ENVIRONMENTAL LIMITED
OCC,Direct Services,Contract Plant Hire,C2402,14/11/2017,1041243 - 0,428,Revenue,20002279,M & M SKIP HIRE LTD
OCC,Direct Services,General Contracted Services,D3401,14/11/2017,1041253 - 0,1600,Revenue,20017563,WALSH HAULAGE (OXFORD)
OCC,Direct Services,Services Maintenance (Planned),B1103,14/11/2017,1041279 - 3,40,Revenue,20004494,COTSWOLD LIFTS LTD
OCC,Direct Services,Reactive Maintenance & Minor Repairs,B1101,14/11/2017,1041298 - 0,2755,Revenue,20000244,OXFORD REFRIGERATION LTD
OCC,Direct Services,Reactive Maintenance & Minor Repairs,B1101,14/11/2017,1041305 - 0,1265,Revenue,20000244,OXFORD REFRIGERATION LTD
OCC,Direct Services,Consultants Fees,D3411,14/11/2017,1041309 - 1,3000,Revenue,20018486,GRANT THORNTON UK LLP
OCC,Direct Services,Materials,D3021,14/11/2017,1041337 - 0,518.5,Revenue,20002617,POWELL'S SHEET MATERIALS LTD
OCC,Direct Services,Postage & Carriage,D3501,14/11/2017,1041337 - 1,10,Revenue,20002617,POWELL'S SHEET MATERIALS LTD
OCC,Direct Services,Furniture & Equipment Purchase,D3001,05/12/2017,1041338 - 0,3870.33,Revenue,20006504,BUS SHELTERS LTD
OCC,Direct Services,Furniture & Equipment Purchase,D3001,05/12/2017,1041339 - 0,3870.33,Revenue,20006504,BUS SHELTERS LTD
OCC,Direct Services,Furniture & Equipment Purchase,D3001,05/12/2017,1041340 - 0,3870.33,Revenue,20006504,BUS SHELTERS LTD
OCC,Direct Services,Short Courses,A0622,21/11/2017,1041343 - 0,1712,Revenue,20008229,SITESAFE UK LTD
OCC,Direct Services,Consultants Fees,D3411,14/11/2017,1041344 - 0,6000,Revenue,20018486,GRANT THORNTON UK LLP
OCC,Direct Services,General Stationery Supplies,D3301,27/12/2017,1041359 - 0,454.78,Revenue,20007849,LYRECO UK LTD
OCC,Direct Services,Tools,D3023,27/12/2017,1041383 - 1,510.69,Revenue,20002434,TOOLMASTER (OXFORD) LTD
OCC,Direct Services,Tools,D3023,27/12/2017,1041386 - 1,463.99,Revenue,20002434,TOOLMASTER (OXFORD) LTD
OCC,Direct Services,Services Maintenance (Planned),B1103,14/11/2017,1041390 - 0,802.45,Revenue,20004494,COTSWOLD LIFTS LTD
OCC,Direct Services,Reactive Maintenance & Minor Repairs,B1101,05/12/2017,1041411 - 0,1409.3,Revenue,20010599,GB SPORT & LEISURE UK LTD
OCC,Direct Services,Fundamental Service Review,D3314,14/11/2017,1041419 - 0,23231.36,Revenue,20018486,GRANT THORNTON UK LLP
OCC,Direct Services,General Contracted Services,D3401,28/11/2017,1041426 - 0,2367.48,Revenue,20016581,JADE SECURITY SERVICES LTD
OCC,Direct Services,Short Courses,A0622,05/12/2017,1041494 - 0,3000,Revenue,20002331,OXFORD BROOKES UNIVERSITY
OCC,Direct Services,Short Courses,A0622,05/12/2017,1041496 - 0,2970,Revenue,20019054,SCB TRAINING SERVICES LTD
OCC,Direct Services,Postage & Carriage,D3501,21/11/2017,1041497 - 0,1750,Revenue,20002359,POST BY PHONE-PITNEY BOWES LT
OCC,Direct Services,Plants,D3025,21/11/2017,1041513 - 0,1106,Revenue,20003592,BARCHAM TREES PLC
OCC,Direct Services,Materials,D3021,12/12/2017,1041551 - 1,607.95,Revenue,20016861,TRUST PET PRODUCTS LTD
OCC,Direct Services,General Contracted Services,D3401,05/12/2017,1041565 - 0,4610,Revenue,20006303,COMPLETE TREE SERVICES
OCC,Direct Services,Advertising & Publicity,D3802,19/12/2017,1041706 - 0,2250,Revenue,20014414,ONE POINT OH LIMITED
OCC,Direct Services,Furniture & Equipment Purchase,D3001,19/12/2017,1041779 - 0,438.71,Revenue,20002919,HONEY BROTHERS LTD
OCC,Direct Services,Reactive Maintenance & Minor Repairs,B1101,28/11/2017,1041842 - 0,2898,Revenue,20002183,EYRE & ELLISTON LTD
OCC,Direct Services,Waste Disposal & Skip Hire,D3420,05/12/2017,1041853 - 0,3588,Revenue,20016517,ALPHA WASTE SUPPLIES
OCC,Direct Services,Main Contractor,Y021,05/12/2017,1041860 - 0,5632.24,Capital,20015438,WYG ENVIRONMENT PLANNING TRANSPORT LTD
OCC,Direct Services,General Contracted Services,D3401,05/12/2017,1041861 - 0,451.54,Revenue,20008753,ORCHARD STREET FURNITURE
OCC,Direct Services,Rent,B1701,19/12/2017,1041876 - 1,22987.21,Revenue,20019125,PEARTREE OXFORD LTD
OCC,Direct Services,Security Services,D3418,27/12/2017,1041903 - 0,456.23,Revenue,20002120,OCS GROUP UK LTD T/A CANNON
