Service Area,Expenditure Category,Expenditure Code,Paid Date,Trans No,Amount,Type,Supplier ID,Supplier Name
Housing Services,Rent Allowance Cheques (Home Choice),F5033,09/05/2017,46293634 - 1,2775,Revenue,20019371,MR FINBARR CALNAN
Housing Services,Homeless Prevention,D3426,09/05/2017,46293635 - 1,1511.04,Revenue,20000010,HOUSING PAYMENTS
Housing Services,Rent Allowance Cheques (Home Choice),F5033,09/05/2017,46293639 - 1,3300,Revenue,20015668,LINCOMBE PROPERTY SERVICES
Housing Services,Rent Allowance Cheques (Home Choice),F5033,09/05/2017,46293640 - 1,2775,Revenue,20015204,A B I PROPERTIES
Housing Services,Consultants Fees,D3411,31/05/2017,46293671 - 15,141,Revenue,20011499,TOPS
Housing Services,Homeless Prevention,D3426,16/05/2017,46293673 - 1,795,Revenue,20019585,MR BENJAMIN AWUNOR
Housing Services,Temporary Bureau Staffing,A0108,16/05/2017,46293675 - 1,13163.59,Revenue,20018053,REED SPECIALIST RECRUITMENT LTD
Housing Services,Temporary Bureau Staffing,A0108,16/05/2017,46293675 - 35,1921.46,Revenue,20018053,REED SPECIALIST RECRUITMENT LTD
Housing Services,Rent Allowance Cheques (Home Choice),F5033,16/05/2017,46293688 - 1,4125,Revenue,20019586,MRS ZHALEH GHOMSHEI
Housing Services,Rent Allowance Cheques (Home Choice),F5033,16/05/2017,46293689 - 1,2775,Revenue,20019469,MS EMMA MCLEOD
Housing Services,Rent Allowance Cheques (Home Choice),F5033,16/05/2017,46293690 - 1,2150,Revenue,20019588,MR P & MRS DW DOWLEY
Housing Services,Rent Allowance Cheques (Home Choice),F5033,16/05/2017,46293697 - 1,500,Revenue,20019587,MR RAMZI SANCAR
Housing Services,Rent Allowance Cheques (Home Choice),F5033,16/05/2017,46293698 - 1,500,Revenue,20019587,MR RAMZI SANCAR
Housing Services,Rent Allowance Cheques (Home Choice),F5033,16/05/2017,46293699 - 1,3300,Revenue,20019587,MR RAMZI SANCAR
Housing Services,Void Tenant Choice,B1186,16/05/2017,46293700 - 1,5800,Revenue,20000010,HOUSING PAYMENTS
Housing Services,Grants,D3701,16/05/2017,46293706 - 1,1620,Revenue,20000000,GENERAL EXPENSES
Housing Services,Grants,D3701,16/05/2017,46293707 - 1,14833,Revenue,20009273,ASYLUM WELCOME
Housing Services,Homeless Prevention,D3426,16/05/2017,46293720 - 1,900,Revenue,20019484,MR DOUGLAS HUGHES T/A OXFORDSHIRE ESTATES
Housing Services,Homeless Prevention,D3426,16/05/2017,46293721 - 1,825,Revenue,20019484,MR DOUGLAS HUGHES T/A OXFORDSHIRE ESTATES
Housing Services,Rent Allowance Cheques (Home Choice),F5033,23/05/2017,46293731 - 1,1668.16,Revenue,20019442,MR E ALDWORTH/MR MJ NASH
Housing Services,Rent Allowance Cheques (Home Choice),F5033,23/05/2017,46293732 - 1,834.08,Revenue,20019442,MR E ALDWORTH/MR MJ NASH
Housing Services,Rent Allowance Cheques (Home Choice),F5033,23/05/2017,46293734 - 1,1668.16,Revenue,20019440,MR E ALDWORTH
Housing Services,Rent Allowance Cheques (Home Choice),F5033,23/05/2017,46293735 - 1,834.08,Revenue,20019440,MR E ALDWORTH
Housing Services,Homeless Prevention,D3426,23/05/2017,46293737 - 1,1692,Revenue,20019590,MR ALAN HATHAWAY
Housing Services,Grants,D3701,23/05/2017,46293787 - 1,800,Revenue,20000000,GENERAL EXPENSES
Housing Services,Rent Allowance Cheques (Home Choice),F5033,23/05/2017,46293798 - 1,1933.73,Revenue,20019598,MRS MOVONEY ANTHONY
Housing Services,Rent Allowance Cheques (Home Choice),F5033,23/05/2017,46293801 - 1,1500,Revenue,20014495,GRANDE PROPERTY SERVICES
Housing Services,Window Cleaning,B1606,20/06/2017,46293812 - 3,585,Revenue,20008024,KINGS SERVICES
Housing Services,Rent Allowance Cheques (Home Choice),F5033,31/05/2017,46293815 - 1,3300,Revenue,20015204,A B I PROPERTIES
Housing Services,Rent Allowance Cheques (Home Choice),F5033,31/05/2017,46293816 - 1,900,Revenue,20019595,AIDAN COSTELLOE
Housing Services,Homeless Prevention,D3426,31/05/2017,46293842 - 1,1266.88,Revenue,20019368,MR JOHN S & MRS VERONICA T WALTERS
Housing Services,Homeless Prevention,D3426,31/05/2017,46293844 - 1,621.14,Revenue,20015871,MR W MUELLER
Housing Services,Consultants Fees,D3411,31/05/2017,46293848 - 1,7046,Revenue,20008184,CITIZENS ADVICE BUREAU
Housing Services,Homeless Prevention,D3426,31/05/2017,46293872 - 1,1511.04,Revenue,20019606,MR & MRS D BROWN
Housing Services,Rent Allowance Cheques (Home Choice),F5033,31/05/2017,46293876 - 1,1026,Revenue,20000010,HOUSING PAYMENTS
Housing Services,Rent Allowance Cheques (Home Choice),F5033,31/05/2017,46293881 - 1,803.87,Revenue,20000010,HOUSING PAYMENTS
Housing Services,Other Miscellaneous Expenses,D3811,06/06/2017,46293976 - 1,500,Revenue,20009273,ASYLUM WELCOME
Housing Services,Homeless Prevention,D3426,06/06/2017,46293987 - 1,580,Revenue,20019626,JOHNSONS PROPERTY CONSULTANCY LTD
Housing Services,Homeless Prevention,D3426,06/06/2017,46293988 - 1,1106.88,Revenue,20019623,CHERWELL PROPERTY SERVICES LTD
Housing Services,Rent Allowance Cheques (Home Choice),F5033,06/06/2017,46293989 - 1,1790,Revenue,20019625,LANSBROUGH ESTATES LTD
Housing Services,Rent Allowance Cheques (Home Choice),F5033,06/06/2017,46293990 - 1,895,Revenue,20019625,LANSBROUGH ESTATES LTD
Housing Services,Rent Allowance Cheques (Home Choice),F5033,06/06/2017,46293992 - 1,975,Revenue,20019624,MR MICHAEL GOTCH
Housing Services,Homeless Prevention,D3426,06/06/2017,46293993 - 1,1232.76,Revenue,20015027,JACQUI LEWIS
Housing Services,Homeless Prevention,D3426,06/06/2017,46293996 - 1,1150,Revenue,20019484,MR DOUGLAS HUGHES T/A OXFORDSHIRE ESTATES
Housing Services,Homeless Prevention,D3426,06/06/2017,46293998 - 1,1221.3,Revenue,20015871,MR W MUELLER
Housing Services,Homeless Prevention,D3426,06/06/2017,46293999 - 1,1691.04,Revenue,20019581,MR MUSAHID SYED
Housing Services,Temporary Bureau Staffing,A0108,13/06/2017,46294016 - 7,30879.38,Revenue,20018053,REED SPECIALIST RECRUITMENT LTD
Housing Services,Temporary Bureau Staffing,A0108,13/06/2017,46294016 - 16,1805.03,Revenue,20018053,REED SPECIALIST RECRUITMENT LTD
Housing Services,Homeless Prevention,D3426,13/06/2017,46294027 - 1,500,Revenue,20000000,GENERAL EXPENSES
Housing Services,Grants,D3701,13/06/2017,46294034 - 1,10202.33,Revenue,20002930,OXFORDSHIRE COUNTY COUNCIL
Housing Services,Rent Allowance Cheques (Home Choice),F5033,13/06/2017,46294049 - 1,3900,Revenue,20019518,S ALI MOHAMED
Housing Services,Homeless Prevention,D3426,13/06/2017,46294050 - 1,580,Revenue,20019639,THE GRAHAM RHODES TRUST
Housing Services,Rent Allowance Cheques (Home Choice),F5033,13/06/2017,46294051 - 1,2775,Revenue,20015351,ADMIRAL HOMES
Housing Services,Consultants Fees,D3411,31/05/2017,46294052 - 14,84,Revenue,20011499,TOPS
Housing Services,Rent Allowance Cheques (Home Choice),F5033,13/06/2017,46294057 - 1,1425,Revenue,20019640,MISS AMANDA CURTIS
Housing Services,Rent Allowance Cheques (Home Choice),F5033,13/06/2017,46294066 - 1,4125,Revenue,20019472,APQ PROPERTIES LTD
Housing Services,Rent Allowance Cheques (Home Choice),F5033,13/06/2017,46294067 - 1,2775,Revenue,20019607,SHELLEY NUTT
Housing Services,Homeless Prevention,D3426,13/06/2017,46294073 - 1,500,Revenue,20000010,HOUSING PAYMENTS
Housing Services,Grants,D3701,20/06/2017,46294174 - 1,660,Revenue,20000000,GENERAL EXPENSES
Housing Services,Rent Allowance Cheques (Home Choice),F5033,20/06/2017,46294182 - 1,3300,Revenue,20019428,FRANCIS PEARSON
Housing Services,Rent Allowance Cheques (Home Choice),F5033,20/06/2017,46294189 - 1,2775,Revenue,20019421,ALEXANDRA HELENE NOBLE
Housing Services,Homeless Prevention,D3426,20/06/2017,46294199 - 1,890,Revenue,20019642,RICHARD TIMMS
Housing Services,Homeless Prevention,D3426,20/06/2017,46294201 - 1,850,Revenue,20000018,Homelessness Holding Fee Misc Account
Housing Services,Homeless Prevention,D3426,27/06/2017,46294255 - 1,1150,Revenue,20019484,MR DOUGLAS HUGHES T/A OXFORDSHIRE ESTATES
Housing Services,Rent Allowance Cheques (Home Choice),F5033,27/06/2017,46294257 - 1,3300,Revenue,20019555,MISS VELMA SHALLOW
Housing Services,Rent Allowance Cheques (Home Choice),F5033,27/06/2017,46294258 - 1,3300,Revenue,20015668,LINCOMBE PROPERTY SERVICES
Housing Services,Rent Allowance Cheques (Home Choice),F5033,27/06/2017,46294259 - 1,4350,Revenue,20015668,LINCOMBE PROPERTY SERVICES
Housing Services,Rent Allowance Cheques (Home Choice),F5033,27/06/2017,46294260 - 1,4125,Revenue,20019586,MRS ZHALEH GHOMSHEI
Housing Services,Rent Allowance Cheques (Home Choice),F5033,27/06/2017,46294261 - 1,4125,Revenue,20016904,CHARLIE MCDONAGH
Housing Services,Rent Allowance Cheques (Home Choice),F5033,27/06/2017,46294268 - 1,2775,Revenue,20019466,MR PETER BENNETT
Housing Services,Rent Allowance Cheques (Home Choice),F5033,27/06/2017,46294269 - 1,2775,Revenue,20019633,AUDREY PARRIS
Housing Services,Rent Allowance Cheques (Home Choice),F5033,27/06/2017,46294270 - 1,2775,Revenue,20010650,MR JOHN KEOWN
Housing Services,Consultants Fees,D3411,27/06/2017,46294284 - 15,84,Revenue,20011499,TOPS
Housing Services,Homeless Prevention,D3426,27/06/2017,46294285 - 1,500,Revenue,20000010,HOUSING PAYMENTS
Housing Services,Rent Allowance Cheques (Home Choice),F5033,27/06/2017,46294288 - 1,2775,Revenue,20019466,MR PETER BENNETT
Housing Services,Gas,B1502,11/04/2017,47019089 - 0,12950.65,Revenue,20007602,TOTAL GAS & POWER LTD
Housing Services,Gas,B1502,25/04/2017,47019238 - 1,2838.71,Revenue,20007602,TOTAL GAS & POWER LTD
Housing Services,Water & Sewerage Charges,B1830,09/05/2017,47019649 - 0,939.78,Revenue,20019401,CASTLE WATER
Housing Services,Gas,B1502,09/05/2017,47019655 - 0,1281.7,Revenue,20007602,TOTAL GAS & POWER LTD
Housing Services,Water & Sewerage Charges,B1830,09/05/2017,47019656 - 1,891.7,Revenue,20019401,CASTLE WATER
Housing Services,Gas,B1502,09/05/2017,47019662 - 1,764,Revenue,20007602,TOTAL GAS & POWER LTD
Housing Services,Gas,B1502,09/05/2017,47019672 - 1,686.01,Revenue,20007602,TOTAL GAS & POWER LTD
Housing Services,Electricity,B1501,23/05/2017,47019723 - 0,3831.07,Revenue,20011411,NPOWER
Housing Services,Electricity,B1501,23/05/2017,47019728 - 1,4620.53,Revenue,20011411,NPOWER
Housing Services,Electricity,B1501,23/05/2017,47019730 - 1,3322.6,Revenue,20011411,NPOWER
Housing Services,Electricity,B1501,23/05/2017,47019733 - 0,3441.89,Revenue,20011411,NPOWER
Housing Services,Electricity,B1501,23/05/2017,47019740 - 0,2897.26,Revenue,20011411,NPOWER
Housing Services,Electricity,B1501,23/05/2017,47019741 - 1,2748.42,Revenue,20011411,NPOWER
Housing Services,Electricity,B1501,23/05/2017,47019746 - 0,3053.81,Revenue,20011411,NPOWER
Housing Services,Electricity,B1501,23/05/2017,47019748 - 0,3193.08,Revenue,20011411,NPOWER
Housing Services,Electricity,B1501,23/05/2017,47019752 - 0,3211.27,Revenue,20011411,NPOWER
Housing Services,Gas,B1502,23/05/2017,47019773 - 0,536.73,Revenue,20007602,TOTAL GAS & POWER LTD
Housing Services,Gas,B1502,23/05/2017,47019777 - 0,1671.28,Revenue,20007602,TOTAL GAS & POWER LTD
Housing Services,Gas,B1502,23/05/2017,47019788 - 0,439.89,Revenue,20002402,SOUTHERN ELECTRIC PLC
Housing Services,Gas,B1502,23/05/2017,47019794 - 1,422.17,Revenue,20002402,SOUTHERN ELECTRIC PLC
Housing Services,Gas,B1502,23/05/2017,47019801 - 1,438.53,Revenue,20002402,SOUTHERN ELECTRIC PLC
Housing Services,Electricity,B1501,23/05/2017,47019815 - 1,1091.77,Revenue,20002402,SOUTHERN ELECTRIC PLC
Housing Services,Electricity,B1501,23/05/2017,47019816 - 0,928.04,Revenue,20002402,SOUTHERN ELECTRIC PLC
Housing Services,Gas,B1502,20/06/2017,47020159 - 1,441.82,Revenue,20002402,SOUTHERN ELECTRIC PLC
Housing Services,Gas,B1502,20/06/2017,47020160 - 0,438.64,Revenue,20002402,SOUTHERN ELECTRIC PLC
Housing Services,Gas,B1502,20/06/2017,47020161 - 1,429.08,Revenue,20002402,SOUTHERN ELECTRIC PLC
Housing Services,Electricity,B1501,20/06/2017,47020174 - 0,2984.98,Revenue,20011411,NPOWER
Housing Services,Electricity,B1501,20/06/2017,47020198 - 1,4065.11,Revenue,20011411,NPOWER
Housing Services,Gas,B1502,20/06/2017,47020207 - 0,1074.22,Revenue,20007602,TOTAL GAS & POWER LTD
Housing Services,Water & Sewerage Charges,B1830,20/06/2017,47020222 - 0,1690.69,Revenue,20019401,CASTLE WATER
Housing Services,Water & Sewerage Charges,B1830,20/06/2017,47020224 - 0,1027.48,Revenue,20019401,CASTLE WATER
Housing Services,Acquisition of Land & Property,Y001,19/04/2017,48021820 - 1,1500,Capital,20000000,GENERAL EXPENSES
Housing Services,Acquisition of Land & Property,Y001,25/04/2017,48021821 - 1,9150,Capital,20016580,HMRC
Housing Services,Acquisition of Land & Property,Y001,31/05/2017,48021824 - 1,8500,Capital,20016580,HMRC
Housing Services,Acquisition of Land & Property,Y001,31/05/2017,48021825 - 1,9000,Capital,20016580,HMRC
Housing Services,Acquisition of Land & Property,Y001,27/06/2017,48021826 - 1,9050,Capital,20016580,HMRC
Housing Services,Acquisition of Land & Property,Y001,27/06/2017,48021827 - 1,8150,Capital,20016580,HMRC
Housing Services,Build'g Works D.L.O.Recharge,B1102,31/05/2017,60074216 - 0,640,Revenue,20007609,EXECUTIVE FIRE PROTECTION LTD
Housing Services,Build'g Works D.L.O.Recharge,B1102,27/06/2017,60075742 - 0,715,Revenue,20007609,EXECUTIVE FIRE PROTECTION LTD
Regeneration and Major Projects Team,Main Contractor,Y021,11/04/2017,1036208 - 0,139652.73,Capital,20019490,SUPPORT IN SPORT (UK)LTD
Regeneration and Major Projects Team,Main Contractor,Y021,04/04/2017,1036213 - 0,8919.57,Capital,20013684,ATKINS LIMITED
Regeneration and Major Projects Team,Main Contractor,Y021,25/04/2017,1036378 - 0,50575,Capital,20019509,LAWSON DEMOLITION LTD
Regeneration and Major Projects Team,Main Contractor,Y021,04/04/2017,1036379 - 0,40825,Capital,20019509,LAWSON DEMOLITION LTD
Regeneration and Major Projects Team,Main Contractor,Y021,19/04/2017,1036430 - 0,21161.23,Capital,20017269,CROFT BUILDING & CONSERVATION LTD
Regeneration and Major Projects Team,Main Contractor,Y021,19/04/2017,1036436 - 0,4026.25,Capital,20018996,ROBINSON LOW FRANCIS LLP
Regeneration and Major Projects Team,Main Contractor,Y021,04/04/2017,1036452 - 0,23137.16,Capital,20000225,FERGAL CONTRACTING CO LTD
Regeneration and Major Projects Team,Main Contractor,Y021,11/04/2017,1036563 - 0,2800,Capital,20018107,PURCELL MILLER TRITTON LLP T/A PURCELL
Regeneration and Major Projects Team,Main Contractor,Y021,06/06/2017,1036574 - 0,1050,Capital,20013684,ATKINS LIMITED
Regeneration and Major Projects Team,Main Contractor,Y021,25/04/2017,1036610 - 0,650,Capital,20016656,AKSWARD LTD
Regeneration and Major Projects Team,Main Contractor,Y021,03/05/2017,1037009 - 0,2800,Capital,20018107,PURCELL MILLER TRITTON LLP T/A PURCELL
Regeneration and Major Projects Team,Main Contractor,Y021,09/05/2017,1037148 - 0,3000,Capital,20017120,ADP ARCHITECTS
Regeneration and Major Projects Team,Main Contractor,Y021,23/05/2017,1037240 - 0,25048.8,Capital,20019509,LAWSON DEMOLITION LTD
Regeneration and Major Projects Team,Main Contractor,Y021,06/06/2017,1037342 - 0,1145.76,Capital,20013684,ATKINS LIMITED
Regeneration and Major Projects Team,Main Contractor,Y021,13/06/2017,1037369 - 1,1290,Capital,20013684,ATKINS LIMITED
Regeneration and Major Projects Team,Main Contractor,Y021,06/06/2017,1037416 - 0,41967.57,Capital,20017269,CROFT BUILDING & CONSERVATION LTD
Regeneration and Major Projects Team,Main Contractor,Y021,06/06/2017,1037767 - 0,2800,Capital,20018107,PURCELL MILLER TRITTON LLP T/A PURCELL
Regeneration and Major Projects Team,Main Contractor,Y021,13/06/2017,1037903 - 0,5275.38,Capital,20013684,ATKINS LIMITED
Regeneration and Major Projects Team,Main Contractor,Y021,13/06/2017,1038009 - 0,1610,Capital,20017120,ADP ARCHITECTS
Environmental Sustainability,Main Contractor,Y021,19/04/2017,1036168 - 0,4400,Capital,20012389,PUMPING  SOLUTIONS  (UK)  LTD
Environmental Sustainability,Miscellaneous Fees,Y173,11/04/2017,1036674 - 0,1000,Capital,20002930,OXFORDSHIRE COUNTY COUNCIL
Environmental Sustainability,Miscellaneous Fees,Y173,16/05/2017,1037004 - 1,5048,Capital,20013684,ATKINS LIMITED
Environmental Sustainability,Main Contractor,Y021,16/05/2017,1037005 - 0,12952,Capital,20013684,ATKINS LIMITED
Environmental Sustainability,Miscellaneous Fees,Y173,09/05/2017,1037117 - 0,1000,Capital,20002930,OXFORDSHIRE COUNTY COUNCIL
Environmental Sustainability,Main Contractor,Y021,09/05/2017,1037201 - 0,3269,Capital,20002930,OXFORDSHIRE COUNTY COUNCIL
Environmental Sustainability,Main Contractor,Y021,20/06/2017,1037849 - 0,2160,Capital,20019576,CORINNE WELCH LTD
Environmental Sustainability,Other Contributions,Y995,04/04/2017,48021818 - 1,380000,Capital,20002929,ENVIRONMENT AGENCY
Community Services,General Contracted Services,D3401,06/06/2017,1035617 - 0,800,Revenue,20005968,WESLEY MEMORIAL METHODIST CHR
Community Services,Special Events,D3807,04/04/2017,1035865 - 0,578.33,Revenue,20018333,SURF & TURF INSTANT SHELTERS LTD
Community Services,Security Services,D3418,09/05/2017,1035973 - 0,1514.73,Revenue,20011183,SELECT SECURITY & STEWARDING LIMITED
Community Services,Security Services,D3418,11/04/2017,1035974 - 0,2272.08,Revenue,20011183,SELECT SECURITY & STEWARDING LIMITED
Community Services,Furniture & Equipment Purchase,D3001,11/04/2017,1036047 - 0,1348.56,Revenue,20002079,BISHOP SPORTS & LEISURE LTD
Community Services,Awards / Prizes,D3705,11/04/2017,1036063 - 0,1621,Revenue,20015810,KEEP BRITAIN TIDY
Community Services,Photocopying/Paper Supplies,D3306,11/04/2017,1036129 - 1,1162.97,Revenue,20002121,CANON (UK) LTD
Community Services,Photocopying/Paper Supplies,D3306,11/04/2017,1036130 - 1,693.24,Revenue,20002121,CANON (UK) LTD
Community Services,Photocopying/Paper Supplies,D3306,11/04/2017,1036131 - 1,489.18,Revenue,20002121,CANON (UK) LTD
Community Services,Security Services,D3418,11/04/2017,1036162 - 0,566,Revenue,20018420,SHOWSEC INTERNATIONAL LTD
Community Services,Conferences,D3602,19/04/2017,1036225 - 0,875,Revenue,20014717,CSP NATIONAL NETWORK
Community Services,General Contracted Services,D3401,19/04/2017,1036273 - 0,550,Revenue,20017268,DIONNE FREEMAN
Community Services,General Contracted Services,D3401,19/04/2017,1036274 - 0,1100,Revenue,20017268,DIONNE FREEMAN
Community Services,Grants,D3701,19/04/2017,1036276 - 0,4426.33,Revenue,20013292,Bury Knowle Health Centre
Community Services,General Contracted Services,D3401,04/04/2017,1036292 - 0,854.5,Revenue,20002720,CARBON COLOUR COMPANY LTD
Community Services,Advertising & Publicity,D3802,04/04/2017,1036311 - 0,2500,Revenue,20008780,LEYS NEWS LTD
Community Services,Consultants Fees,D3411,19/04/2017,1036325 - 0,1408.75,Revenue,20018703,ZEST CONSULTANCY
Community Services,General Contracted Services,D3401,25/04/2017,1036330 - 0,500,Revenue,20019272,DIVERSITI UK
Community Services,Consultants Fees,D3411,11/04/2017,1036341 - 0,4173.97,Revenue,20019317,NEIL STEVENSON
Community Services,Consultants Fees,D3411,04/04/2017,1036342 - 0,3668.8,Revenue,20018107,PURCELL MILLER TRITTON LLP T/A PURCELL
Community Services,Provisions,D3101,04/04/2017,1036384 - 0,1557.05,Revenue,20017894,OTHC LEMON ZEST
Community Services,Town Hall Catering Recharge,D3104,04/04/2017,1036384 - 1,5143.6,Revenue,20017894,OTHC LEMON ZEST
Community Services,General Contracted Services,D3401,11/04/2017,1036385 - 0,950,Revenue,20019536,MADE WITH JOY LTD
Community Services,Grants,D3701,04/04/2017,1036394 - 0,640,Revenue,20016059,ROSE HILL JUNIOR YOUTH CLUB
Community Services,Grants,D3701,11/04/2017,1036408 - 0,7527,Revenue,20015597,OXFORDSHIRE MIND
Community Services,General Contracted Services,D3401,25/04/2017,1036437 - 0,550,Revenue,20010884,OXFORD RADCLIFFE HOSPITALS CHARITABLE FUND
Community Services,Reactive Maintenance & Minor Repairs,B1101,25/04/2017,1036485 - 0,3278.89,Revenue,20018752,ACTION ON HEARING LOSS
Community Services,Consultants Fees,D3411,03/05/2017,1036487 - 0,2000,Revenue,20019543,GWENALLT CONSULTING
