Body_Name,Organisational Unit,Expenditure Category,Expenditure Code,Paid Date,Trans No,Amount,Capital or Revenue,Supplier ID,Supplier Name
Oxford City Council,Direct Services,Materials,D3021,08/12/2015,60047551_0,871.2,Revenue,20005720,CAPITOL TILE SUPPLIES LTD
Oxford City Council,Direct Services,Materials,D3021,15/12/2015,60047769_0,1020.8,Revenue,20005720,CAPITOL TILE SUPPLIES LTD
Oxford City Council,Direct Services,Materials,D3021,15/12/2015,60047844_1,1709.4,Revenue,20005720,CAPITOL TILE SUPPLIES LTD
Oxford City Council,Direct Services,Materials,D3021,22/12/2015,60048230_0,1188,Revenue,20005720,CAPITOL TILE SUPPLIES LTD
Oxford City Council,Direct Services,Materials,D3021,29/12/2015,60048630_2,521.4,Revenue,20005720,CAPITOL TILE SUPPLIES LTD
Oxford City Council,Direct Services,Materials,D3021,29/12/2015,60048631_0,1076.49,Revenue,20005720,CAPITOL TILE SUPPLIES LTD
Oxford City Council,Regeneration and Major Projects Team,Main Contractor,Y021,22/12/2015,48021346_1,559.2,Capital,20005756,GLANVILLE CONSULTANTS LTD
Oxford City Council,Direct Services,General Contracted Services,D3401,03/11/2015,46287632_1,1212.17,Revenue,20006023,SOUTHERN ELECTRIC POWER DIST. PLC
Oxford City Council,Direct Services,Materials,D3021,27/10/2015,60045547_1,696,Revenue,20006027,ACE MINIMIX
Oxford City Council,Direct Services,Materials,D3021,06/10/2015,60044458_2,769.23,Revenue,20006089,ICI CONTRACT DIRECT
Oxford City Council,Direct Services,Materials,D3021,06/10/2015,60044460_2,683.25,Revenue,20006089,ICI CONTRACT DIRECT
Oxford City Council,Direct Services,Materials,D3021,06/10/2015,60044604_2,910.05,Revenue,20006089,ICI CONTRACT DIRECT
Oxford City Council,Direct Services,Materials,D3021   ,13/10/2015,60044896_1,572.88,Revenue,20006089,ICI CONTRACT DIRECT
Oxford City Council,Direct Services,Materials,D3021,20/10/2015,60045163_2,1101.33,Revenue,20006089,ICI CONTRACT DIRECT
Oxford City Council,Direct Services,Materials,D3021,20/10/2015,60045228_1,646.12,Revenue,20006089,ICI CONTRACT DIRECT
Oxford City Council,Direct Services,Materials,D3021,03/11/2015,60045926_1,568.46,Revenue,20006089,ICI CONTRACT DIRECT
Oxford City Council,Direct Services,Materials,D3021   ,17/11/2015,60046522_0,596.28,Revenue,20006089,ICI CONTRACT DIRECT
Oxford City Council,Direct Services,Materials,D3021   ,17/11/2015,60046523_2,528.31,Revenue,20006089,ICI CONTRACT DIRECT
Oxford City Council,Direct Services,Materials,D3021   ,01/12/2015,60047239_2,542.99,Revenue,20006089,ICI CONTRACT DIRECT
Oxford City Council,Direct Services,Materials,D3021,08/12/2015,60047594_2,1100.51,Revenue,20006089,ICI CONTRACT DIRECT
Oxford City Council,Direct Services,Materials,D3021,15/12/2015,60047855_0,541.49,Revenue,20006089,ICI CONTRACT DIRECT
Oxford City Council,Direct Services,Materials,D3021,15/12/2015,60047928_1,838.36,Revenue,20006089,ICI CONTRACT DIRECT
Oxford City Council,Direct Services,Materials,D3021,22/12/2015,60048254_0,1075.95,Revenue,20006089,ICI CONTRACT DIRECT
Oxford City Council,Direct Services,General Contracted Services,D3401,01/12/2015,1023228_1,1652,Revenue,20006303,COMPLETE TREE SERVICES
Oxford City Council,Direct Services,Materials,D3021,03/11/2015,60045767_0,1054.75,Revenue,20006342,JEWSON LTD
Oxford City Council,Direct Services,Materials,D3021   ,17/11/2015,60046514_0,551.9,Revenue,20006342,JEWSON LTD
Oxford City Council,Direct Services,Materials,D3021,24/11/2015,60046819_0,593,Revenue,20006342,JEWSON LTD
Oxford City Council,Direct Services,Materials,D3021,08/12/2015,60047428_2,2086.6,Revenue,20006342,JEWSON LTD
Oxford City Council,Direct Services,Materials,D3021,08/12/2015,60047585_0,559.6,Revenue,20006342,JEWSON LTD
Oxford City Council,Direct Services,Materials,D3021,22/12/2015,60048081_1,521.69,Revenue,20006342,JEWSON LTD
Oxford City Council,Direct Services,Sign Shop Materials,D3018,06/10/2015,60044784_0,1104,Revenue,20006398,STREET FURNISHING SERVICES
Oxford City Council,Direct Services,Street Furniture,B1014,03/11/2015,60045843_0,10020,Revenue,20006398,STREET FURNISHING SERVICES
Oxford City Council,Direct Services,Materials,D3021   ,17/11/2015,60046392_0,1239.61,Revenue,20006398,STREET FURNISHING SERVICES
Oxford City Council,Direct Services,Materials,D3021,15/12/2015,60047713_0,1197.3,Revenue,20006398,STREET FURNISHING SERVICES
Oxford City Council,Direct Services,Materials,D3021,22/12/2015,60048120_0,580,Revenue,20006398,STREET FURNISHING SERVICES
Oxford City Council,Community Services,Materials,D3021,13/10/2015,1021281_1,559.56,Revenue,20006448,WALLACE CAMERON INTERNATIONAL LTD
Oxford City Council,Community Services,Postage & Carriage,D3501,13/10/2015,1021281_2,6.99,Revenue,20006448,WALLACE CAMERON INTERNATIONAL LTD
Oxford City Council,Business Improvement,Software Maintenance/Running Costs,D3513,17/11/2015,1022524_1,1387.1,Revenue,20006550,ORACLE CORPORATION UK LTD
Oxford City Council,Planning & Regulatory,Counsel & External Legal Fees,D3417,15/12/2015,1023429_1,1737.66,Revenue,20006554,LOCAL GOVERNMENT ASSOCIATION
Oxford City Council,Business Improvement,Travel Scheme Discount,C2505,10/11/2015,1022210_1,1799.5,Revenue,20006596,OXFORD BUS COMPANY LTD
Oxford City Council,Business Improvement,Travel Scheme Discount,C2505,08/12/2015,1023089_1,1690.8,Revenue,20006596,OXFORD BUS COMPANY LTD
Oxford City Council,Business Improvement,Travel Scheme Discount,C2505,08/12/2015,1023090_1,1120,Revenue,20006596,OXFORD BUS COMPANY LTD
Oxford City Council,Business Improvement,Travel Scheme Discount,C2505,15/12/2015,1023776_1,1173.2,Revenue,20006596,OXFORD BUS COMPANY LTD
Oxford City Council,Assistant Chief Executive,General Contracted Services,D3401,22/12/2015,1023932_1,12850,Revenue,20006640,OCC - WOOD FARM SCHOOL
Oxford City Council,Direct Services,Short Term Vehicle Hire,C2304,22/12/2015,47983070_2,744,Revenue,20006888,NORTHGATE VEHICLE HIRE LTD
Oxford City Council,Housing and Property,Reactive Maintenance & Minor Repairs,B1101,13/10/2015,1021330_1,4750,Revenue,20006929,ISIS SCAFFOLDING LTD
Oxford City Council,Housing and Property,Reactive Maintenance & Minor Repairs,B1101,20/10/2015,46287518_1,950,Revenue,20006929,ISIS SCAFFOLDING LTD
Oxford City Council,Housing and Property,Reactive Maintenance & Minor Repairs,B1101,27/10/2015,46287519_1,550,Revenue,20006929,ISIS SCAFFOLDING LTD
Oxford City Council,Housing and Property,Reactive Maintenance & Minor Repairs,B1101,27/10/2015,46287520_1,550,Revenue,20006929,ISIS SCAFFOLDING LTD
Oxford City Council,Housing and Property,Reactive Maintenance & Minor Repairs,B1101,08/12/2015,46288092_1,550,Revenue,20006929,ISIS SCAFFOLDING LTD
Oxford City Council,Regeneration and Major Projects Team,Main Contractor,Y021,03/11/2015,48021323_1,550,Capital,20006929,ISIS SCAFFOLDING LTD
Oxford City Council,Housing and Property,Main Contractor,Y021,01/12/2015,48021337_1,1440,Capital,20006929,ISIS SCAFFOLDING LTD
Oxford City Council,Housing and Property,Main Contractor,Y021,01/12/2015,48021338_1,750,Capital,20006929,ISIS SCAFFOLDING LTD
Oxford City Council,HRA,Main Contractor,Y021,13/10/2015,1021117_1,2318.85,Capital,20007072,SERS LTD
Oxford City Council,HRA,Main Contractor,Y021,13/10/2015,1021554_1,55284.37,Capital,20007072,SERS LTD
Oxford City Council,HRA,Main Contractor,Y021,15/12/2015,1023904_1,58703.16,Capital,20007072,SERS LTD
Oxford City Council,Community Services,Compliance Training (H&S),A0630,01/12/2015,1022919_1,540,Revenue,20007299,RESTORE LTD
Oxford City Council,Community Services,Grants,D3701,10/11/2015,46287701_1,819,Revenue,20007299,RESTORE LTD
Oxford City Council,Community Services,Grants,D3701,27/10/2015,1021435_1,2300,Revenue,20007366,THE HENLEY COLLEGE
Oxford City Council,Community Services,Gas,B1502,10/11/2015,1021879_1,501.98,Revenue,20007602,TOTAL GAS & POWER LTD
Oxford City Council,Housing and Property,Reactive Maintenance & Minor Repairs,B1101   ,13/10/2015,60044904_1,810,Revenue,20007609,EXECUTIVE FIRE PROTECTION LTD
Oxford City Council,Direct Services,Materials,D3021   ,10/11/2015,47982306_2,912,Revenue,20007833,GELPACK EXCELSIOR LTD
Oxford City Council,Direct Services,Materials,D3021   ,10/11/2015,47982307_0,2496,Revenue,20007833,GELPACK EXCELSIOR LTD
Oxford City Council,Direct Services,Materials,D3021,01/12/2015,47982714_0,2976,Revenue,20007833,GELPACK EXCELSIOR LTD
Oxford City Council,Direct Services,Materials,D3021,22/12/2015,47983069_0,2976,Revenue,20007833,GELPACK EXCELSIOR LTD
Oxford City Council,Direct Services,Materials,D3021,06/10/2015,60044593_0,1884.6,Revenue,20007833,GELPACK EXCELSIOR LTD
Oxford City Council,Direct Services,Protective Clothing,D3201,06/10/2015,60044714_0,2760,Revenue,20007833,GELPACK EXCELSIOR LTD
Oxford City Council,Suspense,Materials,D3021   ,13/10/2015,60044925_0,2829,Revenue,20007833,GELPACK EXCELSIOR LTD
Oxford City Council,Suspense,Materials,D3021,27/10/2015,60045484_2,2787.6,Revenue,20007833,GELPACK EXCELSIOR LTD
Oxford City Council,Suspense,Materials,D3021,27/10/2015,60045562_1,1136.96,Revenue,20007833,GELPACK EXCELSIOR LTD
Oxford City Council,Direct Services,Category 'B' Stores,D3022,10/11/2015,60046107_1,1050,Revenue,20007833,GELPACK EXCELSIOR LTD
Oxford City Council,Direct Services,Category 'B' Stores,D3022   ,01/12/2015,60047238_0,3150,Revenue,20007833,GELPACK EXCELSIOR LTD
Oxford City Council,Direct Services,General Contracted Services,D3401,22/12/2015,46288302_1,720,Revenue,20007847,OXFORD CONSERVATION VOLUNTEERS
Oxford City Council,Direct Services,General Stationery Supplies,D3301,27/10/2015,1021662_1,624.29,Revenue,20007849,LYRECO UK LTD
Oxford City Council,Business Improvement,General Stationery Supplies,D3301,27/10/2015,1021904_1,1501.58,Revenue,20007849,LYRECO UK LTD
Oxford City Council,Business Improvement,General Stationery Supplies,D3301,24/11/2015,1022889_1,1676.63,Revenue,20007849,LYRECO UK LTD
Oxford City Council,Direct Services,General Stationery Supplies,D3301,08/12/2015,1023494_1,517.17,Revenue,20007849,LYRECO UK LTD
Oxford City Council,Business Improvement,General Stationery Supplies,D3301,22/12/2015,1024009_1,1891.35,Revenue,20007849,LYRECO UK LTD
Oxford City Council,Direct Services,Main Contractor,Y021,06/10/2015,1021223_1,1224,Capital,20007856,NEWSQUEST MIDLANDS  WALES & SOUTH WEST
Oxford City Council,Direct Services,Advertising & Publicity,D3802,20/10/2015,1021764_1,1050,Revenue,20007856,NEWSQUEST MIDLANDS  WALES & SOUTH WEST
Oxford City Council,Assistant Chief Executive,Advertising & Publicity,D3802,27/10/2015,1021803_1,875,Revenue,20007856,NEWSQUEST MIDLANDS  WALES & SOUTH WEST
Oxford City Council,Business Improvement,Staff Advertising,A0702,03/11/2015,1022250_1,1214,Revenue,20007856,NEWSQUEST MIDLANDS  WALES & SOUTH WEST
Oxford City Council,Assistant Chief Executive,Advertising & Publicity,D3802,10/11/2015,1022265_1,875,Revenue,20007856,NEWSQUEST MIDLANDS  WALES & SOUTH WEST
Oxford City Council,Planning & Regulatory,Advertising & Publicity,D3802,03/11/2015,1022383_1,591.36,Revenue,20007856,NEWSQUEST MIDLANDS  WALES & SOUTH WEST
Oxford City Council,Planning & Regulatory,Advertising & Publicity,D3802,17/11/2015,1022701_1,1517.6,Revenue,20007856,NEWSQUEST MIDLANDS  WALES & SOUTH WEST
Oxford City Council,Direct Services,Staff Advertising,A0702,24/11/2015,1022862_1,1345,Revenue,20007856,NEWSQUEST MIDLANDS  WALES & SOUTH WEST
Oxford City Council,Planning & Regulatory,Advertising & Publicity,D3802,24/11/2015,1023001_1,770.56,Revenue,20007856,NEWSQUEST MIDLANDS  WALES & SOUTH WEST
Oxford City Council,Planning & Regulatory,Advertising & Publicity,D3802,08/12/2015,1023475_1,3035.2,Revenue,20007856,NEWSQUEST MIDLANDS  WALES & SOUTH WEST
Oxford City Council,Law and Governance,Advertising & Publicity,D3802,22/12/2015,1023936_1,1800,Revenue,20007856,NEWSQUEST MIDLANDS  WALES & SOUTH WEST
Oxford City Council,Law and Governance,Advertising & Publicity,D3802,22/12/2015,1023937_1,3628,Revenue,20007856,NEWSQUEST MIDLANDS  WALES & SOUTH WEST
Oxford City Council,Business Improvement,Software Maintenance/Running Costs,D3513,22/12/2015,1023806_1,900,Revenue,20007875,MIDLAND HR
Oxford City Council,Business Improvement,Software Maintenance/Running Costs,D3513,22/12/2015,1023810_1,14715.22,Revenue,20007875,MIDLAND HR
Oxford City Council,Business Improvement,Software Maintenance/Running Costs,D3513,22/12/2015,1024289_1,1978,Revenue,20007875,MIDLAND HR
Oxford City Council,Direct Services,Photocopying/Paper Supplies,D3306,08/12/2015,46288070_1,831.91,Revenue,20007881,RICOH UK LTD
Oxford City Council,Community Services,General Contracted Services,D3401,24/11/2015,1023081_1,6747,Revenue,20007892,VALE OF WHITE HORSE DC
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,06/10/2015,1021428_1,204.99,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,06/10/2015,1021428_2,175,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,06/10/2015,1021428_3,80,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,06/10/2015,1021428_4,120,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,06/10/2015,1021428_5,28.95,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,06/10/2015,1021428_6,450,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,06/10/2015,1021428_7,330.16,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,06/10/2015,1021428_8,302.18,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,06/10/2015,1021428_9,274.2,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,06/10/2015,1021429_1,352.55,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,06/10/2015,1021429_2,341.36,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,06/10/2015,1021429_3,235.03,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,06/10/2015,1021429_4,184.67,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,06/10/2015,1021430_1,204.99,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,06/10/2015,1021430_2,275,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,06/10/2015,1021430_3,380,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,06/10/2015,1021430_4,246.22,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,06/10/2015,1021430_5,229.44,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,06/10/2015,1021430_6,134.3,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,06/10/2015,1021430_7,246.22,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,13/10/2015,1021601_1,204.99,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,13/10/2015,1021601_10,207.05,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,13/10/2015,1021601_11,195.86,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,13/10/2015,1021601_12,55.96,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,13/10/2015,1021601_2,275,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,13/10/2015,1021601_3,145,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,13/10/2015,1021601_4,19,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,13/10/2015,1021601_5,115,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,13/10/2015,1021601_6,199,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,13/10/2015,1021601_7,225,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,13/10/2015,1021601_8,315,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,13/10/2015,1021601_9,268.61,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,13/10/2015,1021608_1,220,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,13/10/2015,1021608_2,275,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,13/10/2015,1021608_3,380,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,13/10/2015,1021608_4,279,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,13/10/2015,1021608_5,378,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,13/10/2015,1021608_6,285.4,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,13/10/2015,1021608_7,296.59,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,13/10/2015,1021608_8,246.22,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,13/10/2015,1021608_9,229.44,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,13/10/2015,1021655_1,2484.99,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
